,bottleneck_dir,top-primary-color-white,top-primary-color-beige,top-primary-color-black,top-primary-color-brown,top-primary-color-grey,top-primary-color-blue,top-primary-color-navy,top-primary-color-teal,top-primary-color-green,top-primary-color-olive,top-primary-color-pink,top-primary-color-red,top-primary-color-maroon,top-primary-color-purple,top-primary-color-orange,top-primary-color-yellow,top-secondary-color-white,top-secondary-color-beige,top-secondary-color-black,top-secondary-color-brown,top-secondary-color-grey,top-secondary-color-blue,top-secondary-color-navy,top-secondary-color-teal,top-secondary-color-green,top-secondary-color-olive,top-secondary-color-pink,top-secondary-color-red,top-secondary-color-maroon,top-secondary-color-purple,top-secondary-color-orange,top-secondary-color-yellow,top-secondary-color-none,top-type-short-sleeve-t-shirt,top-type-long-sleeve-t-shirt,top-type-short-sleeve-shirt,top-type-long-sleeve-shirt,top-type-singlet,top-type-polo,t-shirt-style-graphic-text,t-shirt-style-graphic-image,t-shirt-style-round-neck,t-shirt-style-henley,t-shirt-style-pocket,t-shirt-fit-slim-fit,t-shirt-fit-longline,t-shirt-fit-baggy,t-shirt-fit-regular,shirt-style-oxford,shirt-style-dress,shirt-style-graphic,shirt-style-pocket,shirt-style-granddad-collar,shirt-fit-slim-fit,shirt-fit-regular-fit,top-patterns-animal-print,top-patterns-argyle,top-patterns-horizontal-stripe,top-patterns-vertical-stripe,top-patterns-checkered,top-patterns-dotted,top-patterns-floral,top-patterns-plaid,top-material-denim,top-material-dry-fit,top-material-cotton
907,bottlenecks/Clean clothes/Tops/shortsleeveshirts21.jpg.txt,0.0014597762,0.0029667348,0.0429229066,0.0010777314,0.7313339114,0.0094811739,0.0086764181,0.0067275204,0.0122116031,0.1287644804,0.0146096898,0.0001678852,0.00022875,0.0388808548,0.0003037875,0.0001866483,0.0025505866,1.03385636975872E-05,0.0011136357,5.81924268772127E-06,0.0001746782,0.0001041294,3.94911148760002E-05,3.71775204257574E-05,3.68427790817805E-05,4.81638053315692E-05,2.70834721050051E-06,0.0003016339,1.17282218070613E-06,2.32635011343518E-05,4.93356765218778E-06,1.77795445779338E-05,0.9955276847,0.000920242,0.0003139513,0.8810870051,0.0441422462,1.38002596941078E-05,0.0735228136,0.0142504992,0.0418046862,0.0173329581,0.3430434465,0.0285977758,0.0172749627,0.0075791711,0.0087558785,0.9663899541,0.2642042935,0.0776763558,0.0003023694,0.4053261876,0.0330390371,0.830306232,0.1696937531,0.0017644764,0.000781142,0.002562145,0.0838828534,0.0020887991,0.180131048,0.0099757826,0.0091788545,0.0663560778,0.000215226,0.9334287047
908,bottlenecks/Clean clothes/Tops/solidtshirts216.jpg.txt,0.000219834,1.57597987708868E-05,0.0133070936,0.0086483955,0.9157876968,0.0283305068,0.0063061686,0.0010792699,0.0053300327,0.0004531465,0.000006117,0.0009562094,0.0003314975,0.0190971214,0.0001271802,3.9371211641992E-06,0.3096762002,0.0004583525,0.0901941657,0.0009570504,0.0609639771,0.0504143983,0.0125854285,0.0056568785,0.0009598839,0.0004545566,0.0017157471,0.0212369077,0.0102624884,0.0574018061,0.0162200388,0.0128629617,0.3479791582,0.938350141,0.0093394639,0.0006761841,1.96586443053093E-05,0.0006024901,0.0510120988,0.0337931104,0.046595782,0.7478709221,0.00562897,0.2846735418,0.1760322601,0.0281629302,0.0038389221,0.7919657826,0.1070249826,0.0057736514,0.0086148521,0.1234611049,0.3165961802,0.9619611502,0.0380388536,0.0011879654,0.0059769722,0.0386860408,0.0082037011,0.0028376265,0.0830647945,0.0193900056,0.0003570814,0.0010666889,0.0117921866,0.9871411324
909,bottlenecks/Clean clothes/Tops/graphictshirts814.jpg.txt,0.9896601439,0.0001351397,0.0001777571,1.13355713438068E-06,0.0033514986,0.0028367082,0.000357382,0.003093912,9.63176353252493E-06,3.45615399055532E-06,0.0001058218,2.29095057875384E-05,2.09594327316154E-06,0.000230098,5.20056710229255E-06,6.9827683546464E-06,0.0436024554,0.0005091226,0.4721121192,0.0039674584,0.0647243038,0.0617705025,0.2325580865,0.0061015431,0.0183031894,0.0126115866,0.0030378096,0.0122628231,0.0030610636,0.0360475965,0.0157622732,0.0023310275,0.0112370206,0.8127345443,0.1725758165,0.000290527,2.7536816560314E-05,0.0035160156,0.0108554969,0.674587965,0.4547474086,0.8940867782,0.0012932775,0.0151021536,0.1261895448,0.0174202435,0.0414001718,0.8149900436,0.5360723734,0.0039928774,0.0136052966,0.0320813619,0.454623729,0.9121305346,0.0878695026,0.0021671578,0.0011948193,0.0182242319,0.0022451505,0.0009523332,0.0004731525,0.0016099211,0.0004449034,0.000465457,0.0019783948,0.9975560904
910,bottlenecks/Clean clothes/Tops/shortsleeveshirts259.jpg.txt,0.8502153158,0.0038822144,0.0012708761,0.0013742811,0.0877561644,0.0287691876,0.0022844747,0.0006281557,0.0004925845,0.0001559249,0.0002075353,0.0047921035,4.23630990553647E-05,0.0179336574,0.0001228616,7.22699041943997E-05,0.0086166207,0.0001230315,0.0052133612,6.47198467049748E-05,0.0025134883,0.0005040409,0.0004251564,1.14837221190101E-05,0.0001083134,9.82205983746098E-06,1.1881468253705E-06,0.0022586701,8.09165503596887E-05,4.48742684966419E-05,5.40705041203182E-05,0.0003174268,0.9796527624,0.0352829248,0.0001325479,0.8412703872,0.1132060885,5.72752906009555E-05,0.0100508481,0.0358599685,0.0900220945,0.1358698905,0.068442747,0.0081217317,0.0471633896,0.0830346048,0.0707506835,0.7990513444,0.6873101592,0.0251502711,0.0004260844,0.1596741974,0.2653188407,0.9330868125,0.0669131801,0.0006605803,0.0009220163,0.0124783479,0.0136157172,0.0032203682,0.0084893201,0.0002297605,0.0006200176,0.0020823518,0.0024563072,0.9954612851
911,bottlenecks/Clean clothes/Tops/shortsleeveshirts71.jpg.txt,0.0001143142,4.45471732746228E-06,0.1505175978,0.0001729783,0.0076795057,0.057796862,0.7161316872,0.0134242801,0.0089538991,0.0010523656,5.06307515024673E-05,8.10086930869147E-05,0.0001770655,0.0419880413,0.0018503866,4.95180893267388E-06,0.0052479128,4.41874253738206E-05,0.0022440071,7.70115657360293E-05,0.0006666274,0.0004302626,0.0003020504,2.0342613424873E-05,0.0001158292,2.87150373878831E-06,5.62350487598451E-06,0.00065081,9.57740994635969E-05,1.68064343597507E-05,0.0001645461,6.12723888480104E-05,0.9898540378,0.0011916721,6.36550066701602E-06,0.9275801182,0.0644698292,5.01527892993181E-07,0.0067515457,0.0059945025,0.069657445,0.0498339273,0.01906248,0.0534550361,0.0062879957,0.0043592742,0.0164096393,0.9729430676,0.2178799063,0.0566277914,0.0002955528,0.3575895131,0.1430674046,0.9791594744,0.0208404921,0.0001446489,0.0006846681,0.0031889339,0.000837917,0.0029949083,0.0074925115,0.0032671527,0.0005023013,0.2698301673,0.0021256083,0.7280442119
912,bottlenecks/Clean clothes/Tops/polos295.jpg.txt,0.0001028161,1.67072232670762E-06,5.26184121554252E-05,0.0003610977,0.000779902,0.0031380753,0.0012936735,0.0079238657,0.0036815254,0.000100028,0.0002597845,0.9735123515,0.0021024686,0.0044443258,0.0016512352,0.0005945393,0.0052745184,7.51276547816815E-06,0.0122086834,5.28966256752028E-06,7.60623006499372E-05,9.4444643764291E-05,9.80983022600412E-05,3.82805337721948E-05,7.16911381459795E-06,2.11260867217788E-05,1.82565429440729E-06,0.0045696106,1.83088491212402E-06,0.0001695653,9.62244012043811E-05,0.0004076887,0.9769220352,0.0002949985,0.000061591,0.0360843688,0.0122685609,2.74277590506244E-06,0.951287806,0.0101128211,0.0399364978,0.001369774,0.0111112464,0.0065694568,0.0047218194,0.0011205062,0.0039748661,0.990182817,0.1092128456,0.0994897112,0.0003631176,0.287918061,0.0266535841,0.7391443253,0.2608556747,0.0003583155,0.0008035084,0.001281677,0.0086820778,0.0063994327,0.0032674088,0.0043950607,0.0050319438,0.0113489944,0.0014806446,0.987170279
913,bottlenecks/Clean clothes/Tops/graphictshirts1675.jpg.txt,0.0291790832,0.0007406866,0.266066134,0.000351568,0.0288984943,0.0587184951,0.5681975484,0.0086684981,0.0007733128,0.0001299984,0.0001456308,0.0004401718,0.0008454809,0.0346526019,0.0021894665,2.94106826004281E-06,0.0939562246,0.0094995191,0.0295555033,0.0007170281,0.1299580634,0.102073364,0.0284599196,0.0536431931,0.0034990932,0.0001588625,0.0002488583,0.1707758307,0.0013973811,0.0214056987,0.327062428,0.0052375146,0.0223515742,0.8977245092,0.0009568442,0.0027356001,0.000030895,0.028601367,0.0699508339,0.4699490666,0.5069078803,0.8020976186,0.000865731,0.0364968255,0.0915006101,0.0159646943,0.0011927295,0.8913419247,0.1248903945,0.030976586,0.0059297257,0.1028538942,0.1982477009,0.9869376421,0.0130623225,0.0016537053,0.0015153028,0.0816899315,0.0035256392,0.0013885055,0.0080623422,0.1440653205,0.0003227745,0.0013318741,0.0185317118,0.9801363945
914,bottlenecks/Clean clothes/Tops/plainshirts322.jpg.txt,0.8097622395,0.0002018363,0.0151082641,0.000796687,0.0630479604,0.0264059082,0.0101935184,0.0005649012,0.0004232303,6.65024563204497E-05,0.0086655272,8.64376197569072E-05,0.0002880834,0.0629638359,0.0013995204,2.56025250564562E-05,0.0088573582,0.0009707437,0.033173766,0.0001489138,0.00062262,0.0017051062,0.0026849448,0.0004347931,0.0002210252,5.93707991356496E-05,4.42154669144657E-06,0.0096097682,2.97856022370979E-05,4.55851186416112E-05,2.26684223889606E-05,0.0002973033,0.9411118627,3.32850163431431E-06,0.0001776334,0.0085969614,0.9904511571,2.81734145346491E-07,0.0007707416,0.0379903167,0.2429184616,0.0511890575,0.0219672006,0.0175318252,0.0034453077,0.0111314273,0.0350970887,0.9503261447,0.1183508262,0.3797801733,0.0004829309,0.1907272339,0.133559525,0.9349714518,0.0650285259,0.0051440112,0.0007238351,0.0180528238,0.0031435473,0.002384159,0.06221072,0.0098632742,0.0009473698,0.1840316951,0.095847331,0.7201209664
915,bottlenecks/Clean clothes/Tops/plainshirts320.jpg.txt,0.027893221,0.0013702459,0.0467926115,0.0410446264,0.081118539,0.0335753858,0.013675156,0.0065756948,0.0014243793,0.0023951156,0.3901908398,0.0005278055,0.0151435444,0.3363847435,0.0018222954,6.58972421661019E-05,0.0022664738,0.0013436816,0.0008717126,6.42103550489992E-05,0.0002386277,0.001006801,0.0001949968,0.0002490022,0.0001881662,1.6684904039721E-05,3.97720259570633E-06,0.0018581805,1.18277575893444E-05,2.26631564146373E-05,4.35904148616828E-05,2.11328060686355E-05,0.9915982485,7.90757530921837E-06,0.0001481247,0.0192241892,0.9805655479,1.6103776943055E-06,5.26258700119797E-05,0.0344986953,0.1030085832,0.1542180628,0.3802550435,0.025184717,0.006660494,0.0090164198,0.0668537393,0.9174693823,0.358387351,0.1719799042,0.0013755364,0.0774629265,0.0478166603,0.950383544,0.0496164225,0.0042270455,0.0005810111,0.0104057556,0.0041830386,0.0078544728,0.0463586487,0.0077402024,0.0009493596,0.2927612662,0.0535485595,0.6536902189
916,bottlenecks/Clean clothes/Tops/plainshirts86.jpg.txt,3.10678879031911E-05,1.941607115441E-05,0.7331478,0.0001779051,0.039572522,0.000231513,0.1980502754,0.0021816944,0.0079263328,0.0145952273,9.03447926248191E-06,4.81185234093573E-05,0.001675081,0.0022116851,0.0001124643,9.94786478258902E-06,0.0021639003,3.43235114996787E-05,0.0002775758,2.92749136860948E-05,0.0001774294,7.68688842072152E-05,9.43568520597182E-05,6.81392193655483E-05,3.30533293890767E-05,5.49344304090482E-06,5.21354149896069E-06,0.0014050183,1.29357740661362E-05,1.29759046103572E-05,1.91352719411952E-05,2.39977125602309E-05,0.9955602884,6.32944356766529E-05,3.90800887544174E-05,0.2837938666,0.7140547037,6.12608971550799E-07,0.002048417,0.0166896563,0.0453404933,0.0380892865,0.2880696654,0.0815792903,0.1612840444,0.0033729086,0.0210648645,0.8142781258,0.3042834699,0.0179980639,0.0005218198,0.0958338752,0.130703181,0.9496079683,0.0503920093,0.0008705055,0.0012212105,0.0016639536,0.0041457079,0.0172596984,0.0483253002,0.001621096,0.0026092774,0.1309110671,0.0087068919,0.8603820801
917,bottlenecks/Clean clothes/Tops/longsleevetshirts167.jpg.txt,0.0008821642,0.000158423,0.792005837,0.0041243047,0.1651121825,7.1758811827749E-05,0.0169100501,0.0008260086,0.0007980429,0.0164119918,6.20165792497573E-06,0.000005069,0.0018610344,0.000821772,4.94780806548079E-06,3.55071648527883E-07,0.5626788139,0.000594422,0.0330127403,0.000212709,0.0255308095,0.0013555321,0.0004756406,0.0011062435,0.0012629938,0.0010673028,0.0002307975,0.0262029395,0.0054301028,0.0009373142,0.0042926329,0.0031674837,0.332441479,0.2063775957,0.7892585993,0.000018017,0.0002275087,2.28426779358415E-06,0.0041161119,0.4522293806,0.435093224,0.9782642126,0.0006064284,0.0073321848,0.0996649936,0.0995563269,0.1170068085,0.6837719083,0.0681717694,0.0080401329,0.0019998224,0.0732775256,0.2933453321,0.8888186216,0.1111813933,0.0006354943,0.0015381352,0.002838999,0.00572538,0.0008150573,0.0007570199,0.0003698443,6.6559121478349E-05,0.0007065226,0.0012119919,0.9980814457
918,bottlenecks/Clean clothes/Tops/solidtshirts90.jpg.txt,0.2431506217,0.0007853329,0.6584680676,2.97484475595411E-05,0.0621382855,0.0006211997,0.0045788693,0.0006683926,0.0019500302,8.44843161758035E-05,0.0019882258,0.0032934847,0.0084840953,0.0133057712,0.000187778,0.0002656624,0.182842508,0.0011905178,0.4266780317,0.0017404195,0.1381779611,0.0548942499,0.0140414406,0.0023141226,0.0046373573,0.0037907243,0.0002491799,0.0502889343,0.0009473801,0.0022679616,0.00904328,0.0339144506,0.0729815215,0.8787460923,0.0770249367,0.0002683109,0.000085857,0.0010504036,0.0428242832,0.0111084543,0.2645762861,0.6566108465,0.0153761366,0.0639754459,0.0425211452,0.009302129,0.0443786494,0.9037980437,0.1703561395,0.0122867161,0.0034691605,0.0278723557,0.1350044459,0.945260644,0.0547393262,0.0005344514,0.0002753217,0.1148953289,0.0043835854,0.0007874994,0.0027374455,0.0005356764,0.0009429888,0.0002956484,0.0052019344,0.9945024252
919,bottlenecks/Clean clothes/Tops/plainshirts368.jpg.txt,0.0002698651,0.0019119751,0.0044535883,0.0007215632,0.0602546632,0.0016879108,0.0005662037,0.0048301034,0.0014198188,0.9232434034,9.50069261307362E-06,3.56781220034463E-06,1.32613865844178E-06,6.66265623294748E-05,0.0005197185,4.01571924157906E-05,0.0002160365,3.10854011331685E-05,0.006428563,5.71954979022848E-06,0.0001087573,0.0001256678,6.70903755235486E-05,0.0001286303,0.000058212,0.0001231526,2.63161859948013E-06,0.0004304011,4.21273057327198E-07,5.99220720687299E-06,3.28396163240541E-05,1.63852291734656E-05,0.9922183752,1.1666510545183E-05,5.47645868209656E-06,0.0128882509,0.9869588017,1.32188858970039E-06,0.0001344961,0.0114218714,0.0605679862,0.0774697587,0.0004572337,0.0655797422,0.0710733607,0.0135591319,0.2573636472,0.6580038667,0.0181683898,0.574087441,0.0001991622,0.853174746,0.0083946399,0.4627991319,0.5372008085,0.0023021642,0.000307612,0.000177978,0.0031920129,0.0068117306,0.1447311342,0.0529652908,0.0072810668,0.6078965664,0.0002501612,0.3918532133
920,bottlenecks/Clean clothes/Tops/graphictshirts1415.jpg.txt,0.0105548585,0.0003813844,0.011550488,0.0188353155,0.0410734713,0.255641818,0.1050481498,0.2348811328,0.0163104981,0.0011247506,0.0014154429,0.0232306682,0.0244078357,0.2516064644,0.003816582,0.0001211417,0.6887788773,0.0062771048,0.0782636404,0.0078536356,0.0646478906,0.0273098052,0.0298350472,0.006330247,0.002678714,0.0017476764,0.0039004956,0.0160389356,0.0031189474,0.0021106952,0.0109597184,0.0049874871,0.0451611206,0.9974620342,0.0009430662,0.0007765763,1.89515740203205E-05,4.04452184739057E-05,0.0007590118,0.9211965203,0.1569872648,0.9913474917,0.0009244957,0.0112985577,0.0870326459,0.0226638429,0.0163085163,0.8739949465,0.076284498,0.004270284,0.0177253522,0.0795820653,0.5665880442,0.9570020437,0.0429979302,0.0047343802,0.0017765125,0.0045060567,0.002854568,0.0023471632,0.0053168735,0.0057843579,0.0002271925,0.0009231507,0.0245210622,0.9745557904
921,bottlenecks/Clean clothes/Tops/plainshirts237.jpg.txt,0.0206510667,0.0003229368,0.0002116894,0.0001015069,0.1002644151,0.8321035504,0.0169702005,0.0014794833,0.0003315611,0.0001329051,0.0006757,5.01155664096586E-05,4.70092272735201E-05,0.0265159905,7.06012433511205E-05,7.12758701411076E-05,0.0007375952,0.0001594054,0.0013806558,7.49687296774937E-06,0.000122082,0.0002049228,0.0002545718,5.26528310729191E-05,2.47065531766566E-06,1.618390706426E-05,6.34253012776753E-07,0.0010332197,1.1537686077645E-06,6.30698559689335E-05,0.0001517852,6.18026570009533E-06,0.9958058596,1.06839786440105E-06,1.84713360340538E-06,0.0445558764,0.9554170966,0.000000033,2.4145438146661E-05,0.1094652861,0.0325860716,0.0142933307,0.4712954164,0.0316687822,0.0082624704,0.002928237,0.0173196495,0.9714896083,0.2473207712,0.3505458832,0.0003004513,0.3999390602,0.0477514267,0.8991645575,0.1008354947,0.0015467849,0.0003953454,0.0057387915,0.0044573597,0.0162782464,0.0152520733,0.0086984765,0.0034586817,0.1226889417,0.0009370847,0.8763740063
922,bottlenecks/Clean clothes/Tops/polos273.jpg.txt,0.910795927,0.0097197285,0.0026495131,0.000052012,0.022792371,0.0267694481,0.0052333889,0.0160961915,0.0023629619,0.0006048366,0.000164347,0.0004890722,4.88836994918529E-05,0.0019918107,0.0001050139,0.0001245326,0.0594232865,0.0013625065,0.2913958132,0.002343171,0.0459538028,0.047600098,0.0222235881,0.0051760729,0.0036061555,0.0006791551,0.0007300654,0.0868693218,0.0003130799,0.0125380317,0.0034377377,0.0039301254,0.4124180079,0.1246832982,0.0006950384,0.0054713893,0.0001403298,0.0003927214,0.868617177,0.0198971182,0.5642004609,0.108833231,0.0045746919,0.0703395084,0.0051023019,0.0129667576,0.0069617392,0.9749692082,0.2714944184,0.0651760325,0.0027438407,0.0530482866,0.1499251276,0.8970925808,0.102907382,0.0009161749,0.0004760092,0.0145254815,0.0073124943,0.0007347318,0.0016033663,0.0030778109,0.0005542033,0.0006176673,0.0015960073,0.9977862835
923,bottlenecks/Clean clothes/Tops/graphictshirts368.jpg.txt,0.9287168384,0.033348795,0.0045785923,3.51443741237745E-05,0.0162350591,0.0012042794,0.005718641,0.0009754897,8.49307689350098E-05,0.0002000341,0.0045979158,0.0002533858,0.0006427076,0.0011908077,0.0010154288,0.0012019937,0.0133788809,0.001967248,0.3898860514,0.0094779683,0.0468345135,0.0633681789,0.0622327998,0.0039352109,0.0654786676,0.1417859942,0.0050781858,0.0484209359,0.0011653691,0.0089102164,0.0245137438,0.0174891669,0.0960769206,0.967654109,0.0224256516,0.0001828726,1.55499255924951E-05,0.0018756879,0.0078461682,0.5194708109,0.4980918467,0.9081483483,0.002049647,0.0144317094,0.2536610067,0.0530315302,0.0337274112,0.6595800519,0.3679873645,0.0136869531,0.0280368663,0.0227922425,0.3078079224,0.93024683,0.06975317,0.0062520099,0.0008249658,0.0243645851,0.003915017,0.0022678054,0.0043468927,0.0037590405,0.0013373487,0.0001895815,0.0003570064,0.9994533658
924,bottlenecks/Clean clothes/Tops/stripedtshirts16.jpg.txt,0.0516131781,0.0003342388,0.0327448174,0.0001550984,0.0056566936,0.0571430027,0.2871370614,0.0161861293,0.0035708994,0.0001868704,0.0001984594,0.3465516567,0.0068063769,0.1909369975,0.0003063756,0.0004721151,0.3969061077,0.0055856537,0.0869913623,0.0034395154,0.2228973955,0.1138383225,0.0187520124,0.0079351505,0.0191403273,0.0003853145,0.0107157789,0.0424201451,0.0061006034,0.0192456469,0.0110494634,0.0191827212,0.0154145146,0.8505015373,0.0016805565,0.0014096068,2.71487333520781E-05,0.0001625932,0.1462185383,0.1948601753,0.6811666489,0.7300605178,0.013167792,0.1155676693,0.0248560347,0.0069941501,0.0044625825,0.9636871815,0.1310635507,0.0032016449,0.0527028814,0.0483844504,0.5200504065,0.9333000183,0.0666999668,0.0019090589,0.0027039524,0.0620932244,0.0031730614,0.0052268552,0.0023577779,0.0025748694,0.0011488715,0.0004844526,0.0072662584,0.9922492504
925,bottlenecks/Clean clothes/Tops/solidtshirts396.jpg.txt,0.0572558716,0.0506514423,0.0018107229,0.002055343,0.7491229773,0.068449229,0.0009217203,0.0090489704,0.0473801307,0.0017607664,0.0014046517,0.0008595508,0.0006783259,0.0078686932,0.0001031506,0.0006283717,0.0431669094,0.0002110875,0.0138546741,8.47723131300882E-05,0.0008866969,0.0071678311,0.0043070503,0.000802829,0.0006351676,0.0006236027,0.0016068628,0.0080467518,5.41289728062111E-06,0.0030623458,0.0007167144,0.0068912636,0.9079300165,0.9825693369,0.0021903426,0.0005188644,2.40304416365689E-07,0.0033428706,0.0113783451,0.0149879307,0.0324284844,0.9867359996,0.0226206221,0.109951064,0.0688791275,0.016536288,0.0400772654,0.874507308,0.5084097981,0.0677770376,0.0067734225,0.0970004797,0.3797568381,0.9780305624,0.0219694264,0.000889301,0.0019473676,0.1309516877,0.0333247818,0.0022416264,0.0697762519,0.0011545594,0.0006617138,0.0051497431,0.0395455174,0.9553046823
926,bottlenecks/Clean clothes/Tops/graphictshirts960.jpg.txt,0.361684531,0.0333369598,0.0016487819,0.0019583169,0.524808526,0.0115849804,0.0030859755,0.0138029754,0.0007005766,0.0026324454,0.0137126548,0.0032945543,0.0047847875,0.0198794696,0.0029930675,9.13239346118644E-05,0.0667806864,0.0469261669,0.2410757244,0.0071653659,0.126048401,0.0574049577,0.028567452,0.0250479169,0.0702100471,0.0092472211,0.0226353835,0.1512349993,0.0073487451,0.0080104386,0.0369684659,0.0106003536,0.0847276077,0.9873759747,0.0100479741,0.0002868895,0.0002177363,0.0008862229,0.0011852459,0.2437339276,0.9105251431,0.9784065485,0.0014737387,0.0073911664,0.0827520564,0.1148187593,0.0367112346,0.7657179832,0.2652431726,0.0066930344,0.039366778,0.0680754259,0.2800972462,0.9200295806,0.0799703971,0.005667672,0.0025233955,0.0126983412,0.0057360064,0.0022763514,0.001759683,0.0309811607,0.0012179472,0.0031914844,0.0031289672,0.9936795235
927,bottlenecks/Clean clothes/Tops/graphictshirts1302.jpg.txt,0.9439232349,0.0049812035,0.0006444972,0.0001754118,0.0097281989,0.0051658787,0.0097878315,0.006780169,4.14640926464926E-05,0.0002076695,9.42174738156609E-05,0.0112725599,0.0008719931,0.0037846894,0.0023033365,0.0002377313,0.0164271016,0.0012240292,0.4044031799,0.002982846,0.0120872222,0.0116642565,0.068433471,0.0077302321,0.0354671478,0.0036398212,0.0021883198,0.3644319177,0.0029656626,0.0054130242,0.0229845084,0.0115866922,0.0263705235,0.9055586457,0.0812916085,0.0002370396,0.0008632375,0.0013124525,0.0107368864,0.8903654218,0.1932400614,0.9622048736,0.0006499626,0.0024588432,0.2118717134,0.0761509836,0.0615727454,0.6504045129,0.0417131782,0.0141603658,0.0352696776,0.0323433876,0.3003121316,0.7923910022,0.2076089382,0.0026752381,0.0005070671,0.0105955834,0.0080992021,0.0024074442,0.0012594399,0.0150263747,0.0004664515,0.0001920437,0.0003215636,0.9994863272
928,bottlenecks/Clean clothes/Tops/shortsleeveshirts168.jpg.txt,0.0035439185,5.57695566385519E-05,0.1104227379,0.000119694,0.092835702,0.1863125563,0.5838483572,0.0012878529,0.0004890581,5.13841878273524E-05,6.47271444904618E-05,0.0021533361,0.0035825074,0.0152218733,8.30472345114686E-06,2.2391375296138E-06,0.1491138488,1.53188084368594E-05,0.0028632979,1.63741697178921E-05,0.0437898748,0.0006211219,0.0006603767,0.0001818585,0.0003044942,7.14584821253084E-05,0.0001566816,0.0021642926,0.0003850151,0.0001815764,5.35087056050543E-05,0.0022665332,0.7971543074,0.0031364618,0.000036758,0.9769375324,0.0042068521,1.54863357693102E-06,0.0156808756,0.0026964494,0.0252383538,0.26852566,0.0382114574,0.0375444852,0.0734597296,0.0323512815,0.0058207791,0.8883682489,0.6851129532,0.0033377239,0.0005179237,0.0403192751,0.0486030057,0.9779312015,0.022068819,0.0055002444,0.0047273799,0.0392931178,0.0097107645,0.3058919311,0.8866884112,0.0228600837,0.0033529084,0.0006152587,0.0003501736,0.9990346432
929,bottlenecks/Clean clothes/Tops/solidtshirts593.jpg.txt,0.0064346963,4.61654090031516E-05,0.7671423554,0.0025423409,0.171190232,0.0150385937,0.0147886192,0.0003476743,0.0035887235,0.0159325879,0.000000542,0.0005707873,9.86531904345611E-06,0.0019619251,0.0003989407,6.02873114985414E-06,0.2692855,0.0020078334,0.0722456127,0.0132989995,0.0712694973,0.052591145,0.0025105698,0.0070481617,0.064620629,0.0006849,0.0048589134,0.0149871306,0.0014140999,0.0264430773,0.3536937833,0.0047361376,0.0383039899,0.9829643369,0.0010207529,9.70316978055052E-05,1.49956131281215E-05,0.0017642699,0.0141386371,0.0139905643,0.4185784161,0.8667331934,0.0016302863,0.3572017252,0.0458320603,0.0166122895,0.0017373264,0.9358183146,0.1705839932,0.0167716537,0.0204326287,0.5996148586,0.3505932987,0.9020640254,0.0979360417,0.0022298468,0.0028462668,0.0926550999,0.0047366163,0.0052824439,0.0048938044,0.0410518534,0.0002672353,0.0074579045,0.0086888932,0.9838532209
930,bottlenecks/Clean clothes/Tops/solidtshirts470.jpg.txt,0.0004562328,0.0001641678,9.12320974748582E-05,0.0009844023,0.0011275727,0.0050170701,0.0013389236,0.0172874872,0.0007229871,0.0003331141,0.5090855956,0.2463514805,0.038332168,0.1776462048,0.0010465366,1.47906966958544E-05,0.007901323,4.47086822532583E-05,0.0188682973,9.17075667530298E-05,0.0072902106,0.0014194095,0.000342719,0.0002309868,4.59387665614486E-05,5.20750745636178E-06,7.50350736780092E-05,0.016038198,0.0001391153,0.0005856304,0.0002935784,0.0020512531,0.9445766807,0.8379608989,0.0183268208,0.0029951362,0.0002637979,0.0018463836,0.1386069208,0.0135673685,0.0371911228,0.1419273317,0.7609484792,0.0628195405,0.0094827618,0.0206747986,0.007230815,0.9626116753,0.4888510704,0.0150243631,0.0016536099,0.0873479769,0.1634737104,0.9761014581,0.0238985326,0.0005150695,0.0003744861,0.0122239087,0.0107841035,0.0040509966,0.0026539972,0.0052403901,0.0005018909,0.0021409385,0.0103496313,0.9875094295
931,bottlenecks/Clean clothes/Tops/shortsleeveshirts54.jpg.txt,0.0014083122,0.0016800213,0.0014013188,0.0002410533,0.0681273267,0.7134730816,0.1525244266,0.0316845663,0.0065383548,0.0043525435,0.0013491525,0.0030398287,0.000744232,0.0105458461,0.002297377,0.0005924058,0.0007715377,2.06812528631417E-05,0.0003275662,3.10404393530916E-05,5.81732965656556E-05,0.0004791344,0.0003977266,6.09470698691439E-05,0.0001385253,2.88362753053661E-06,0.000002789,0.0003335729,2.886841457439E-06,5.38301464985125E-05,6.14182936260477E-05,0.000041233,0.9972159863,1.92227471416118E-05,3.68520460369837E-07,0.810905695,0.1890375763,6.2158807168089E-07,3.63547260349151E-05,0.0391013771,0.0471822396,0.0585760139,0.5381664038,0.165499121,0.0268868208,0.0117861303,0.0173334461,0.9439935684,0.3059676588,0.0486283675,0.0024775101,0.2656170726,0.0498644598,0.8704818487,0.1295181513,0.0007215377,0.0074056494,0.0186429266,0.0103723016,0.0133557124,0.1164341569,0.0150410263,0.0007440783,0.084006682,0.0010321564,0.9149611592
