,bottleneck_dir,bottom-primary-color-white,bottom-primary-color-beige,bottom-primary-color-black,bottom-primary-color-brown,bottom-primary-color-grey,bottom-primary-color-blue,bottom-primary-color-navy,bottom-primary-color-teal,bottom-primary-color-green,bottom-primary-color-olive,bottom-primary-color-pink,bottom-primary-color-red,bottom-primary-color-maroon,bottom-primary-color-purple,bottom-primary-color-orange,bottom-primary-color-yellow,bottom-secondary-color-white,bottom-secondary-color-beige,bottom-secondary-color-black,bottom-secondary-color-brown,bottom-secondary-color-grey,bottom-secondary-color-blue,bottom-secondary-color-navy,bottom-secondary-color-teal,bottom-secondary-color-green,bottom-secondary-color-olive,bottom-secondary-color-pink,bottom-secondary-color-red,bottom-secondary-color-maroon,bottom-secondary-color-purple,bottom-secondary-color-orange,bottom-secondary-color-yellow,bottom-secondary-color-none,bottom-type-long pants,bottom-type-shorts,bottom-material-denim/jeans,bottom-material-cotton,bottom-material-dry-fit,denim-style-ripped,denim-style-acid-wash,denim-style-washed,bottom-patterns-animal-print,bottom-patterns-argyle,bottom-patterns-horizontal-stripe,bottom-patterns-vertical-stripe,bottom-patterns-checkered,bottom-patterns-dotted,bottom-patterns-floral,bottom-patterns-plaid,bottom-style-cargo,bottom-style-dress,bottom-style-chinos,bottom-style-sweatpants,bottom-style-none,bottom-fit-skinny-fit,bottom-fit-slim-fit,bottom-fit-regular-fit,bottom-fit-baggy
146,bottlenecks/Clean clothes/Bottoms/jeans311.jpg.txt,0.000250412,0.0002067652,0.0388744399,0.0005898223,0.0236674678,0.1567856669,0.7628414631,0.0034547613,0.0035439292,0.002310469,6.04444630880607E-06,2.63176989392377E-05,0.0001634819,0.0047402936,0.0002732962,0.0022654908,0.0012088963,0.0008814451,0.0079764603,0.0001931777,0.0021582684,0.0004675923,0.0003393403,3.13355485559441E-05,0.0001559003,0.0001487194,0.0002839219,0.0006308049,5.70681477256585E-05,6.21259241597727E-05,0.002544459,0.0004137533,0.9824467897,0.9926133156,0.0073866965,0.7413543463,0.250690639,0.0079550799,0.1994645894,0.0538445301,0.5321444273,0.0080083907,0.0096001178,0.0080172792,0.0160060003,0.004344543,0.0014762465,0.0065869251,0.003223486,0.0041271225,0.0188936945,0.0059636938,0.0103878621,0.9606276751,0.1119402871,0.4553766549,0.4240506291,0.0086324718
147,bottlenecks/Clean clothes/Bottoms/pants236.jpg.txt,0.0009792062,0.0023708171,0.7853985429,0.0155177461,0.0681422576,0.0035878797,0.0279498659,0.0339185782,0.0052960631,0.0269993693,0.0001959197,4.0193817767431E-06,0.02645614,0.0026247359,9.23547631828114E-05,0.0004665002,0.0079093967,3.94845130813337E-07,0.0024091329,4.71168004878564E-06,0.0050818864,2.87128059426323E-05,2.93592529487796E-05,5.09939923176716E-07,1.88332717243611E-06,2.86716112896102E-06,1.81287596205948E-05,0.0002365662,1.51353549426858E-06,1.92535310361563E-07,4.19354364566971E-05,1.27978387354233E-06,0.984231472,0.9957395792,0.0042603882,0.6256369948,0.3030881286,0.0712749138,0.0337365381,0.0039922423,0.0019171415,0.0047616679,0.0021953282,0.0007268303,0.0064090542,0.0060265376,0.0008754528,0.0003651047,8.1072939792648E-05,0.0027778745,0.7510977387,0.042959597,0.0191487353,0.1840159744,0.0224513691,0.6290187836,0.3367188573,0.011811005
148,bottlenecks/Clean clothes/Bottoms/pants132.jpg.txt,0.0001349195,0.0017301627,0.1709036827,0.0021284733,0.6039736867,0.0206367243,0.1485268325,0.0207016226,0.0027706516,0.0173915755,8.91188301466173E-06,4.2942633626808E-06,0.0007663636,0.0100250663,4.30546460847836E-05,0.0002539463,0.0001056634,6.10156178026955E-07,9.89096661214717E-05,8.62756337483006E-07,0.0002338948,0.000023043,3.31722731061745E-06,3.78164521919189E-08,5.62147761229426E-07,2.37234246469598E-07,1.68530084465601E-06,0.0001077541,8.18250427414569E-08,6.89047894297801E-08,5.19689274369739E-06,2.75435212415687E-07,0.9994177818,0.9975371361,0.0024629133,0.5459087491,0.3195696175,0.134521693,0.0216707941,0.00544634,0.014425735,0.0009787057,0.0005286419,0.0004654681,0.0023702609,0.0011513146,0.0001416319,0.0006986557,0.0002087955,0.0080709578,0.4789081514,0.0964837894,0.0237646364,0.3927724361,0.1312269866,0.7241033316,0.1411455721,0.0035241428
149,bottlenecks/Clean clothes/Bottoms/pants54.jpg.txt,0.0003055743,0.0022213445,0.8917195201,0.0019844007,0.0101025784,0.0025481274,0.08717186,0.0011877329,0.0004687982,0.0002100676,6.74616876494838E-06,8.86661946424283E-05,0.0013478585,0.0003891009,0.0001859084,6.16875331616029E-05,0.0025673872,6.53687322937913E-07,0.0057632281,1.71472347574309E-05,0.0026089905,6.1370781622827E-05,1.7749376638676E-05,1.23432812415558E-07,5.33023830939783E-06,8.62548859004164E-07,4.99775669595692E-05,0.0001163478,3.07345459304997E-07,8.54388133575412E-07,0.0002833143,1.10491305349569E-06,0.9885053039,0.9992105961,0.0007893516,0.8242968917,0.1415941119,0.0341090821,0.0356135741,0.0043489281,0.0042311777,0.0030087954,0.0006483442,0.0012415502,0.0058433586,0.0045729615,0.0004281889,0.0004735096,0.000215224,0.0045466777,0.6259283423,0.0340552367,0.0783318728,0.257137835,0.0208875276,0.6434604526,0.3333710432,0.0022809617
150,bottlenecks/Clean clothes/Bottoms/pants116.jpg.txt,0.0040606805,0.0022401267,0.680749476,0.0049370732,0.2023088336,0.0014455926,0.0673213229,0.0108968839,0.0005651636,0.010652801,0.0002291884,1.40318834382924E-05,0.0024100803,0.0104740355,4.97701257700101E-05,0.0016450078,0.0013774862,0.000004581,0.001061625,8.71992688189494E-06,0.0024185134,0.0011245412,1.68382794072386E-05,1.39798601139773E-07,3.65768983101589E-06,8.51141294333502E-07,1.44050563903875E-05,0.0008430516,0.000000607,1.65240621186058E-07,1.16370920295594E-05,7.33612182557408E-07,0.9931123853,0.9914630055,0.0085370224,0.3432658017,0.4276577532,0.2290764153,0.0318995565,0.0058287177,0.0029493242,0.0024218962,0.0026114599,0.0011521247,0.0109359501,0.0039421422,0.0003424028,0.0012597913,0.0003617802,0.000822938,0.9261975288,0.0072734831,0.0026493066,0.0630567893,0.0895050466,0.6874762774,0.215354383,0.0076642884
151,bottlenecks/Clean clothes/Bottoms/jeans235.jpg.txt,5.3612489864463E-05,8.79456492839381E-05,0.0039197151,0.0001331546,0.0061939787,0.8765594363,0.1105573103,0.001654533,0.0001438446,0.0002058606,3.17547596750956E-06,1.80580809683306E-06,6.74793182042777E-06,0.0004146839,9.31820432015229E-06,5.49365540791769E-05,0.0003595521,0.000007782,0.0006093475,7.65958338888595E-06,0.000141038,1.30141661429661E-05,0.000075278,3.59525802196003E-06,3.5402765206527E-05,0.000001408,2.7124680855195E-05,0.0002409439,1.42221438181878E-06,6.87306567215273E-07,7.56170702516101E-05,7.10644917489844E-06,0.9983929992,0.98737216,0.0126278447,0.8735553622,0.1247825101,0.0016620642,0.5358815789,0.0101857791,0.4376870692,0.0041361535,0.0011820373,0.0024160694,0.0036546616,0.0006491625,0.0003717067,0.0013018815,0.0002813447,0.0062789391,0.0064561618,0.0111576412,0.0568996556,0.9192076325,0.0557000786,0.8449365497,0.0910357907,0.0083275251
152,bottlenecks/Clean clothes/Bottoms/jeans201.jpg.txt,8.29375567263924E-05,0.0006313978,0.9078626037,0.0020420782,0.0118332915,0.0016919076,0.0578561239,0.0028639312,0.0013369676,0.0100752721,2.20439483200607E-06,5.65887921766262E-06,0.0015467516,0.0018021155,1.20202575999429E-05,0.0003546905,0.0005489184,1.51783251567394E-06,0.0055296654,1.35744576255092E-05,0.0003978502,4.87921170133632E-05,3.69536951438931E-06,6.94941846290931E-08,2.78742209047778E-06,7.44032422517194E-06,1.07705664049718E-05,0.0002322121,3.35473146151344E-07,3.28119114101355E-07,2.14311057789018E-05,3.39405602289844E-07,0.993180275,0.9949645996,0.0050354111,0.8449813128,0.1088380292,0.0461806543,0.0145488838,0.0031642041,0.0092325937,0.0024453748,0.0005271874,0.0005915852,0.0032237729,0.0006569191,0.0004511319,0.000224139,0.0001070776,0.0388106816,0.0850622654,0.114449814,0.0534004271,0.7082768083,0.0160589907,0.8505818248,0.1313868314,0.0019723589
153,bottlenecks/Clean clothes/Bottoms/pants261.jpg.txt,0.0043249871,0.0090472307,0.5379454494,0.0193612892,0.3144569099,0.0030751077,0.0390726104,0.0099786492,0.0002742847,0.0278592873,0.0009576145,0.0002524616,0.0089507941,0.0237693209,0.000100388,0.0005735829,0.0023981077,1.07382288661029E-06,0.0004221679,2.07620905712247E-05,0.0022453296,4.72658575745299E-05,4.20284595747944E-05,0.000000256,1.02438089015777E-05,4.10328902944457E-06,5.16212021466345E-05,0.0007404819,2.3451842423583E-07,8.99316958680174E-08,0.000035379,2.33430199614304E-07,0.9939806461,0.9923328161,0.0076671839,0.4767179787,0.2934376001,0.2298443466,0.0226357765,0.0052586892,0.0026134043,0.0052381959,0.0014162341,0.0007543582,0.0117985178,0.0094121629,0.0006410506,0.0036886097,0.0008777371,0.0090653012,0.2071302682,0.0807826668,0.3822402656,0.3207814693,0.0168680176,0.7825255394,0.1682050675,0.0324013308
154,bottlenecks/Clean clothes/Bottoms/shorts231.jpg.txt,0.0034721983,0.8960381746,0.0075400672,0.0290754754,0.01585453,0.001391675,0.0010528323,0.003409287,0.0038947202,0.0334782302,0.0007800547,1.35844275064301E-05,0.0006738055,0.003206864,6.95901180733927E-05,4.88962250528857E-05,0.0010837085,1.91906664781527E-07,0.0005437073,1.86134529940318E-05,0.0117739141,4.66691835754318E-06,0.0002584344,8.31929547473465E-09,4.82976756757125E-05,1.23819090731558E-05,0.0002567825,0.0011056276,1.2531315007891E-07,2.72691409008985E-07,3.52736533386633E-05,5.80634832658689E-07,0.98485744,0.0029185223,0.9970814586,0.3557904363,0.53320086,0.1110086367,0.1169139296,0.0169139449,0.0094721299,0.0042563812,0.0003180644,0.0004473024,0.0091199046,0.0056482391,0.0085762693,0.0005607535,0.0007047266,0.0172401443,0.0011821128,0.9418942332,0.0015031479,0.0381803401,0.0097952913,0.8019984365,0.1844356507,0.0037705756
155,bottlenecks/Clean clothes/Bottoms/shorts145.jpg.txt,0.001383293,0.6534503698,0.0019559141,0.1233739257,0.0296824016,0.0356865078,0.0112306103,0.008441804,0.0148139661,0.068010889,0.0003553118,0.0007150312,0.0054335296,0.0444520973,0.0008835968,0.0001307316,0.0050957957,5.10120685248694E-07,0.0001512444,0.0001504076,0.0076813139,3.85469393222593E-05,0.0012797959,6.91742769731718E-08,0.0002189916,2.64013142441399E-05,0.0008148791,0.0029158341,1.29945988192048E-06,2.5154847662634E-06,0.000403955,5.97635334997904E-06,0.9812124372,0.0557802804,0.944219768,0.2304247916,0.3014261127,0.4681490958,0.034957666,0.0142517975,0.0170997288,0.0036489381,0.0007006664,0.0062269764,0.0114873592,0.0023683042,0.0104417754,0.0071210074,0.0009124603,0.0005834061,0.0005896733,0.9827073216,0.0007279458,0.0153916152,0.0095849764,0.9443474412,0.0408690833,0.0051984596
156,bottlenecks/Clean clothes/Bottoms/shorts243.jpg.txt,0.0038406726,0.0142054027,0.1280560493,0.0252408031,0.0349846482,0.3687997162,0.3663029373,0.0433601364,0.0007310791,0.008227339,0.0038633016,0.0003700966,0.0009773211,0.000697896,0.000247027,9.54983843257651E-05,0.0121844085,2.47214273940699E-07,0.0013242881,5.62398213332926E-07,0.0021228727,9.58878990786616E-06,0.0002885399,2.39145322211698E-07,0.000014036,3.75206866465305E-07,0.0002894223,0.0018799891,8.58744471088357E-08,2.23900666895815E-08,0.0001540787,2.5561107008798E-07,0.9817310572,0.0799037665,0.9200962782,0.6377537847,0.3423926532,0.0198534597,0.1893166155,0.0094378991,0.1005254909,0.0049707708,0.0001811676,0.0003908604,0.0212094542,0.0011522702,0.0038231504,0.0019523314,0.0002829212,0.0178679377,0.0005782331,0.0478197224,0.0061182976,0.9276158214,0.023063872,0.8694172502,0.1043611169,0.0031576585
157,bottlenecks/Clean clothes/Bottoms/pants217.jpg.txt,0.0001065647,0.0002083694,0.2557259202,0.0003319267,0.4657073021,0.0036406952,0.2538475394,0.0085389279,0.0006176588,0.0035361073,7.52029927753028E-06,8.3339355114731E-06,0.0002986829,0.0070330533,1.41114051075419E-05,0.0003772768,0.0002072326,2.38823031395441E-06,0.0016060187,5.22376694789273E-06,0.0012282564,0.0002502502,9.13161693461007E-06,1.40168495477155E-07,1.60387128289585E-06,2.22625340029481E-06,5.75889816900599E-06,0.0003505334,2.18793260842176E-07,3.45167336490704E-07,3.50951922882814E-05,6.83275004575989E-07,0.9962949157,0.997117281,0.0028827416,0.5777020454,0.3338436186,0.0884543508,0.015445712,0.0053579034,0.012208961,0.0015231698,0.0006929358,0.0015317251,0.0031906005,0.0020644031,0.0001046777,0.0003878403,0.0002564997,0.002750736,0.4687329233,0.0218009204,0.0099908831,0.4967245162,0.2111029923,0.6174756289,0.1668127775,0.0046085953
158,bottlenecks/Clean clothes/Bottoms/shorts119.jpg.txt,0.0006026576,0.003060837,0.902772665,0.0014992846,0.0109076221,0.0010186404,0.0296931434,0.0259181671,0.0003713616,0.0091637718,0.0003244435,0.001892178,0.0003396214,0.0117214266,2.5406474378542E-05,0.0006887562,0.0010629321,3.40504470841552E-07,0.0003573313,1.52831398736453E-05,0.0008839944,0.0005305019,7.71092072682222E-06,6.36060537573258E-09,6.56443808111362E-06,2.34598683164222E-05,0.0001314287,0.0004763474,4.66610607929852E-08,1.39980511448812E-06,3.19306564051658E-05,7.00309499279683E-07,0.9964699745,0.0031380875,0.9968619347,0.3345466256,0.2070506811,0.4584027529,0.0335452557,0.0087981625,0.0333824679,0.0027610403,0.0016305735,0.0008016034,0.0018199901,0.0074790227,0.0073874868,0.0023327065,0.0006168998,0.0110225296,0.0494385287,0.6837931871,0.0063882638,0.249357447,0.1609724313,0.8137012124,0.0238431375,0.0014831281
159,bottlenecks/Clean clothes/Bottoms/jeans253.jpg.txt,0.0002875073,0.000558207,0.0833742023,0.0009811789,0.219581455,0.3552239835,0.3292332292,0.0018442376,0.0039714356,0.0014377024,7.31931186237489E-06,2.54561928159092E-05,0.0001494258,0.0024565163,0.0003188774,0.0005492825,0.0001747332,6.93411129759625E-05,0.0032918516,8.0799130955711E-05,0.0017362256,0.0001975815,3.64890802302398E-05,3.20673143505701E-06,6.55032563372515E-05,2.65044018306071E-05,0.0001033589,0.0002292121,7.12237351763179E-06,1.39477242555586E-05,0.000320805,4.41027150372975E-05,0.9935991764,0.988553524,0.0114464648,0.7948873639,0.1934950203,0.0116176205,0.0823524371,0.0142637799,0.3016071916,0.0015939107,0.004827213,0.0030730844,0.0092363283,0.0020000727,0.0003414768,0.0027505204,0.0007393872,0.0030805373,0.0155745763,0.0217745733,0.0103051774,0.949265182,0.0327639692,0.5786132216,0.3793944418,0.0092284316
160,bottlenecks/Clean clothes/Bottoms/shorts153.jpg.txt,0.0013127044,0.0008969146,0.9400602579,0.0018517697,0.0173596349,0.0051750154,0.0070535075,0.000817137,0.0013235466,0.0059177736,0.0004834432,0.0017376568,0.0057707466,0.0089172432,6.4503496105317E-05,0.001258066,0.0364860296,2.67840437118139E-06,0.0029849857,0.0023894522,0.0081999283,0.0074172053,8.94816184882075E-05,6.63345588236552E-07,0.000195199,0.0012485012,0.0152708441,0.0184215382,2.47882780968212E-06,0.0009933105,0.0073991711,2.04278167075245E-05,0.8988780975,0.0003629515,0.9996370077,0.0934005454,0.5579821467,0.3486173153,0.0492142327,0.0083888266,0.1094899774,0.0076613203,0.0042324816,0.0074697905,0.0027665258,0.0032378265,0.0293440148,0.0101607144,0.0016690452,0.0011159319,0.0017011336,0.0196900796,0.005537611,0.9719551802,0.0446275286,0.651102066,0.2924686968,0.011801729
161,bottlenecks/Clean clothes/Bottoms/shorts76.jpg.txt,0.015401342,0.0187544916,0.8912857175,0.0027240233,0.0030839159,0.0012943845,0.0184826143,0.0009045727,0.0001374407,0.0014738514,7.26348735042848E-05,0.0012454396,0.002479542,0.0426347181,5.44911199540366E-06,1.97658428078285E-05,0.0049728989,4.60214039321727E-07,0.0025714778,0.000130933,0.0016585239,4.27247468905989E-05,6.39045993011678E-06,3.54564342330832E-08,4.54067521786783E-05,1.17040394798096E-06,0.0004286743,0.0041328832,3.27473259176259E-07,4.98210465593729E-06,0.0015008141,6.4356964912804E-07,0.9845016599,0.0398151688,0.9601848722,0.5746534467,0.1856454462,0.2397010922,0.0477447584,0.0045852219,0.0035102037,0.0007649511,0.0005399892,0.0005247939,0.0047196303,0.0017546612,0.0010207581,0.0002785813,0.0006683497,0.0042913193,0.0004834259,0.8381540775,0.0001045728,0.1569665819,0.0263263434,0.6345768571,0.3271327019,0.0119640576
162,bottlenecks/Clean clothes/Bottoms/jeans124.jpg.txt,0.0006205144,0.0011456397,0.2441538125,0.0032390042,0.5075207949,0.0095081972,0.1929862499,0.0048005893,0.004172965,0.0194184799,2.13127459574025E-05,7.09844061930198E-06,0.0009190307,0.0108023016,8.88023569132201E-05,0.0005952883,0.0002707489,4.97412474942394E-06,0.0031793092,1.32673694679397E-05,0.0009028735,6.93820547894575E-05,1.31166389110149E-05,5.03204091728549E-07,3.97494932258269E-06,5.10424752064864E-06,1.48883373185527E-05,0.0001131664,1.25977919651632E-06,4.61520784256209E-07,3.28564747178461E-05,1.37525910304248E-06,0.9953727126,0.9960955977,0.0039043804,0.836128056,0.1124622002,0.051409658,0.0281132869,0.0211533364,0.0103403488,0.0030750351,0.001435686,0.0019489687,0.0138269747,0.0039449609,0.0007067844,0.0007993642,0.0004161431,0.0143436184,0.1072527319,0.0141439512,0.0579802468,0.8062794209,0.0334761962,0.5998536944,0.3607894182,0.0058807754
163,bottlenecks/Clean clothes/Bottoms/pants49.jpg.txt,0.0173578504,0.0283778068,0.1071396694,0.0210522935,0.444572717,0.0053187432,0.071462661,0.0035523679,0.0004401727,0.0150545528,0.0016625812,0.0009570346,0.0196541511,0.2628157139,4.75694905617274E-05,0.0005340556,0.0017308849,1.79540211320273E-06,0.0001364163,8.40557186165825E-06,0.0004749411,4.33793429692742E-05,8.75315454322845E-05,4.55815190036901E-08,5.25163204656565E-06,4.13850017366713E-07,0.000036057,0.0013303144,1.97437827864633E-07,5.1056548500128E-07,2.20829278987367E-05,1.76263213802486E-07,0.9961215854,0.994930923,0.0050690975,0.4833796918,0.1973792017,0.3192410469,0.0170955639,0.0026538658,0.0039175153,0.0017922703,0.0006012127,0.0016338761,0.0046346849,0.0079372926,0.0005602049,0.0021442685,0.0009692116,0.005318848,0.4150501192,0.0810618922,0.2999860942,0.198582992,0.0768099651,0.7486206889,0.1427993923,0.0317698941
164,bottlenecks/Clean clothes/Bottoms/shorts222.jpg.txt,0.6482157111,0.0554014556,0.0965079442,0.0196838826,0.0834397376,0.0089047281,0.0158136897,0.0089948252,0.0056685577,0.0199824963,0.0021047099,9.43101404118352E-05,0.0015342174,0.0322970077,0.000108566,0.0012481773,0.0089116674,3.75184072254342E-06,0.001486817,0.0003926112,0.0093020936,0.0001414955,3.83464830520097E-05,1.56679831775364E-07,3.84133891202509E-05,0.0002797517,0.0007217549,0.0021208711,0.000001396,2.37657914112788E-05,0.0002335341,0.000006608,0.9762969613,0.0019230336,0.9980769157,0.5820256472,0.2518509626,0.1661233008,0.0626434684,0.0051797251,0.0507295728,0.0026526353,0.0018844419,0.007510073,0.0088810408,0.0042050062,0.0285620391,0.002763913,0.0010391902,0.0113736885,0.0176914223,0.7872293591,0.0014819755,0.1822235435,0.02160188,0.8585300446,0.1070757806,0.0127922539
165,bottlenecks/Clean clothes/Bottoms/shorts289.jpg.txt,0.0007153032,0.0059878523,0.4365890026,0.0060799378,0.0841720626,0.024016574,0.4046307504,0.0122837909,0.0007998763,0.0101005659,0.0002094839,0.0001188459,0.0018421268,0.0111631639,8.71738811838441E-05,0.0012035137,0.0010545952,6.62088041281095E-07,0.0005243683,9.42262486205436E-05,0.0020811425,0.0001071233,2.1894920791965E-05,2.74607181438569E-08,2.27309265028452E-05,0.000026076,6.52644448564388E-05,0.0006035911,2.33072640298815E-07,4.67732843389967E-06,0.0001291127,0.00000062,0.9952636957,0.0036117604,0.9963883162,0.5268959999,0.0979878753,0.3751161695,0.0651052818,0.008079743,0.0411960371,0.0014477175,0.0016201918,0.0023902876,0.003521174,0.0023138246,0.0067862538,0.0071941759,0.0005562678,0.0117226299,0.035747584,0.3354172707,0.0018262721,0.6152862906,0.0433236547,0.8231470585,0.1228024811,0.0107267424
166,bottlenecks/Clean clothes/Bottoms/pants58.jpg.txt,0.0032094631,0.4791044891,0.1230389252,0.1482572407,0.019328462,0.0515856631,0.0111792553,0.0123504819,0.0163512398,0.0054882863,0.0014336972,0.0141240889,0.0983413905,0.0137854228,0.0014980148,0.0009239534,0.0020598548,1.33847981942381E-06,0.0005695464,0.0001269437,0.0010714382,7.12882974767126E-05,0.000254329,8.35079617900192E-07,3.70686320820823E-05,1.93429036698944E-06,0.0001224147,0.0052184472,4.55133613286307E-06,1.17713443614775E-06,0.0001035172,1.32049615331198E-06,0.9903539419,0.930574894,0.0694250539,0.6115532517,0.2498651743,0.138581574,0.0642763898,0.0018709583,0.0130911674,0.0453614779,0.0029251766,0.0028680095,0.0022360831,0.0033862104,0.0011896318,0.0004217759,0.0003451578,0.0423436835,0.0095097143,0.3440664411,0.4453196228,0.1587605923,0.0451516658,0.7526046038,0.1656637937,0.0365798697
167,bottlenecks/Clean clothes/Bottoms/shorts316.jpg.txt,0.1095206141,0.1691965163,0.0262258798,0.0187175702,0.0433147326,0.4400945604,0.0295532998,0.0499024764,0.0135996193,0.0623361394,0.0084881503,0.0108053805,0.0019557965,0.0078428481,0.0076925033,0.000753916,0.0226515662,0.000000874,0.0001356214,1.58047841978259E-05,0.0009297655,3.1831230444368E-05,0.0001025562,0.000000072,3.09015376842581E-05,0.000017981,0.0015370691,0.000355774,1.65705372978664E-07,5.52173560208757E-06,9.40200625336729E-05,2.67706968770653E-06,0.9740877748,0.0081500644,0.9918500185,0.3975240886,0.465526402,0.1369495243,0.0188256279,0.0070238444,0.251462847,0.0117473239,0.000361963,0.0036626605,0.0268549826,0.0052805524,0.054152891,0.0029065358,0.0003929514,0.0070589646,0.0182737298,0.8434258699,0.0049881334,0.1262533665,0.050740771,0.8919779062,0.0454166234,0.0118646482
168,bottlenecks/Clean clothes/Bottoms/pants382.jpg.txt,0.0009400393,0.0029049732,0.1675163209,0.0055130231,0.2617953122,0.0595725738,0.4176373482,0.0156258252,0.0042786677,0.0181801319,7.26603902876377E-05,0.0002449117,0.0029526933,0.0416447744,0.0002988412,0.0008220458,0.0004677684,3.51245125784772E-06,0.0005423028,3.60237800123286E-06,0.0001973585,7.70486149122007E-05,1.87071946129436E-05,1.35695700009819E-07,3.70067937183194E-06,2.06566710403422E-06,1.3598526493297E-05,0.0001220102,1.02129050105759E-07,2.03933154807601E-07,0.000012956,4.63277388007555E-07,0.998534441,0.9770228863,0.0229771342,0.5640233159,0.3049649596,0.1310117692,0.0249917153,0.0054616053,0.0187752843,0.0022918177,0.0008121592,0.0014985671,0.0023921144,0.0018912536,0.0005347688,0.0013976165,0.000319658,0.003533446,0.0413633659,0.0612718724,0.3933304548,0.5005008578,0.0302431174,0.8876881003,0.0736277923,0.0084410217
169,bottlenecks/Clean clothes/Bottoms/shorts9.jpg.txt,0.0121610723,0.4344989657,0.0246085301,0.3209315538,0.008971273,0.07111682,0.0119376788,0.006430422,0.0034620652,0.0454664715,0.0029398757,0.0004013583,0.0254294425,0.0269743949,0.0031427129,0.001527381,0.0526688471,7.56349027142278E-06,0.001423959,0.0024002511,0.0278305821,0.0002285645,0.0005267001,6.69366102101776E-07,0.0017704692,0.0004572194,0.0039163157,0.0017851287,5.82205984756001E-06,0.0001573272,0.0006331406,6.76463023410179E-05,0.9061198235,0.007744499,0.9922554493,0.5067765713,0.3786787987,0.114544563,0.1131658256,0.0185482539,0.0539484024,0.0107937632,0.0020023964,0.0163053535,0.0457782298,0.0241516307,0.3193000257,0.0209989287,0.0017756349,0.0113360938,0.0124305561,0.6879853606,0.0204418581,0.2678061128,0.0005525324,0.8163482547,0.1735609174,0.0095382901
170,bottlenecks/Clean clothes/Bottoms/pants94.jpg.txt,0.0002477701,0.0030272701,0.8331948519,0.0061901719,0.0532038882,0.0019436192,0.0529507957,0.0061211823,0.0078336149,0.0180529132,2.00737140403362E-05,1.6837442672113E-05,0.011513087,0.0051515745,3.53582290699705E-05,0.0004969583,0.0004194613,2.59879726627332E-07,0.0006713319,7.05726677097118E-07,0.0004600299,1.51637404997018E-05,0.00000784,5.54979457945137E-08,1.05226899904665E-06,3.02176431432599E-07,1.20011407034326E-06,0.0002594733,4.00796977828577E-07,1.17181162551105E-08,4.46830381406471E-06,7.6119320624457E-08,0.9981581569,0.9991808534,0.0008191378,0.330069989,0.5865846276,0.0833453238,0.0726900026,0.0013259401,0.004473777,0.0034228389,0.0017082366,0.0004144901,0.0023643281,0.0010763992,0.0001369106,0.0001985724,0.0001467038,0.0168867931,0.3688810468,0.2139199674,0.0291649923,0.3711471856,0.1723974049,0.6963487864,0.1156384796,0.0156153478
171,bottlenecks/Clean clothes/Bottoms/pants104.jpg.txt,0.0022880421,0.0082824454,0.3878109753,0.0071467338,0.1336372346,0.0144304531,0.392735213,0.0088090114,0.0005255725,0.0410803556,1.2549875464174E-05,3.01784875773592E-05,0.0005720351,0.0025293995,5.49368669453543E-05,5.49377036804799E-05,0.0050538573,1.81249754405144E-06,0.0058271117,1.95806094893669E-07,0.0019700143,0.0001368406,4.95622225571424E-05,0.000000123,2.58457771451503E-06,1.91276825489695E-07,2.36567102547269E-05,0.0006897175,3.76665099111051E-08,6.86924650494802E-08,4.53428292530589E-05,2.55891023925869E-07,0.9861985445,0.9650398493,0.0349600948,0.7521276474,0.2122541666,0.0356182158,0.0975038856,0.001095355,0.0074888035,0.001447069,0.0004286602,0.0012481296,0.0045342627,0.001584182,0.0003709166,0.0001838641,0.000276204,0.0423776433,0.6177850962,0.0210525505,0.0506215915,0.2681631446,0.0313018896,0.3217862546,0.6420237422,0.0048881005
172,bottlenecks/Clean clothes/Bottoms/pants99.jpg.txt,0.0001580406,0.0005463107,0.2001161575,0.0009580528,0.7720832229,0.0002245205,0.0076278108,0.0008464808,9.82677738647908E-05,0.0139067648,3.99283308070153E-05,1.76487774297129E-05,0.0008242039,0.0023463368,1.44134592119372E-05,0.0001918116,0.0235473495,5.92912329011597E-06,0.0034556629,0.000005205,0.0170814954,0.0002509938,0.0004844483,0.000000227,0.000020623,1.5148866623349E-05,0.0001887728,0.0015852215,8.40635777876742E-07,1.60829102924254E-07,0.0001391758,8.26223697458772E-07,0.953217864,0.9924228787,0.007577105,0.751321733,0.1472009271,0.1014772952,0.0211923607,0.0247537419,0.0013732302,0.0044363425,0.0002970774,0.0020692626,0.0205276553,0.0436819382,0.0072261789,0.0016506983,0.0007144643,0.0010646707,0.0789629072,0.0012269231,0.8627704978,0.0559749864,0.0009859917,0.7053309083,0.2840072811,0.0096757626
