,bottleneck_dir,shoes-primary-color-white,shoes-primary-color-beige,shoes-primary-color-black,shoes-primary-color-brown,shoes-primary-color-grey,shoes-primary-color-blue,shoes-primary-color-navy,shoes-primary-color-teal,shoes-primary-color-green,shoes-primary-color-olive,shoes-primary-color-pink,shoes-primary-color-red,shoes-primary-color-maroon,shoes-primary-color-purple,shoes-primary-color-orange,shoes-primary-color-yellow,shoes-secondary-color-white,shoes-secondary-color-beige,shoes-secondary-color-black,shoes-secondary-color-brown,shoes-secondary-color-grey,shoes-secondary-color-blue,shoes-secondary-color-navy,shoes-secondary-color-teal,shoes-secondary-color-green,shoes-secondary-color-olive,shoes-secondary-color-pink,shoes-secondary-color-red,shoes-secondary-color-maroon,shoes-secondary-color-purple,shoes-secondary-color-orange,shoes-secondary-color-yellow,shoes-secondary-color-none,shoes-type-boat/loafer,shoes-type-boots,shoes-type-sneakers,shoes-type-sport,shoes-type-sandals,shoes-type-dress-shoes,shoes-type-casual-shoes,shoes-others-toe-cap,shoes-others-gum-sole,shoes-others-with-logo,shoes-others-high-cut,shoes-materials-leather,shoes-materials-canvas,shoes-materials-suede,shoes-materials-rubber
614,bottlenecks/Clean clothes/Shoes/shoes271.jpg.txt,0.0008215107,0.0182650518,0.1565717012,0.553476572,0.0086302422,0.0072476598,0.0512428172,0.0082666902,0.0012325586,0.0238359533,0.0004024518,0.0427839495,0.1096485257,0.0026887406,0.0134794498,0.0014060544,0.0595170148,0.037552774,0.3240602911,0.2511389852,0.0449271351,0.0008442072,0.0056288587,0.0021187754,0.0008652835,0.0003934314,0.0004029343,0.0008537277,0.013625199,0.0008987525,0.0023861665,0.0009709725,0.2538155913,0.1588903964,0.0019812712,0.0139555745,0.0007506945,0.0001126545,0.7970563173,0.0272530448,0.0067927912,0.0206717476,0.1046374142,0.0076244385,0.8005790114,0.0228375178,0.1749818921,0.0016015137
615,bottlenecks/Clean clothes/Shoes/shoes892.jpg.txt,0.0212671738,0.01392134,0.1352596879,0.0954653248,0.0724971071,0.027639553,0.552782774,0.0007791205,0.0035927885,0.0079287244,0.0006683248,0.0093901977,0.0320828669,0.0013033852,0.0244513024,0.0009703077,0.2325410545,0.0796401054,0.1065015644,0.3200707138,0.0211639479,0.0021743283,0.037726108,0.0032360216,0.0034346923,0.0001910315,0.0016306598,0.0035325629,0.01816261,0.0005316654,0.0053979545,0.0146371434,0.1494278163,0.7469949126,0.004700731,0.1003635675,0.0022052967,0.0042050853,0.0277155116,0.1138149202,0.015806267,0.0144235464,0.1449261755,0.0154629564,0.4658298492,0.1091860086,0.4208678603,0.0041162646
616,bottlenecks/Clean clothes/Shoes/shoes1092.jpg.txt,0.0607849024,0.0039679036,0.739839375,0.0102913948,0.0666052327,0.0345201641,0.0340517648,0.0108673917,0.0022698392,0.0104178963,0.0003753779,0.0021055557,0.0011091754,0.0192653444,0.0024262988,0.0011024314,0.1000244617,0.0077257692,0.0388669297,0.0154882278,0.0008511773,0.0020942544,0.0027967927,0.000038344,0.0085480986,0.000013341,0.0002396809,0.0006381298,0.000005843,0.0007226477,1.70822622749256E-05,6.79308286635205E-05,0.8218612671,0.0002850553,0.000603919,0.2295997441,0.7686775327,2.15421932807658E-05,0.0003334962,0.0004787298,0.0275178924,0.0037507869,0.795892477,0.0324157402,0.1456636339,0.3453737497,0.4894315898,0.0195310898
617,bottlenecks/Clean clothes/Shoes/shoes570.jpg.txt,0.0012257703,0.0067661651,0.3907844722,0.5119065642,0.0307311527,0.0041681342,0.0141538111,0.0001273622,0.000786738,0.0106674023,0.0012390785,0.0019700252,0.0052873651,0.0008708811,0.0189573225,0.0003577146,0.032193806,0.1162754819,0.226900354,0.1185162738,0.0129137766,0.0047774147,0.0090067619,0.0004407572,0.00037591,0.0001502207,0.0002257469,0.0004439482,0.0004795095,0.0063094115,0.0013892855,4.99204543302767E-05,0.4695513844,1.45355115819257E-05,0.990205586,0.0007924999,8.12571088317782E-05,1.82917779056879E-06,0.003399102,0.0055051623,0.006884696,0.0122294324,0.0448717698,0.9833227992,0.9143352509,0.0033191887,0.0822928473,5.27221091033425E-05
618,bottlenecks/Clean clothes/Shoes/shoes1111.jpg.txt,0.9629481435,0.0091603938,0.0007338276,0.0002711064,0.0040689958,0.0064933477,0.0051217997,0.0012431692,0.0061461804,0.0001406515,0.0001866528,0.0012446769,0.0003716576,4.78592883155216E-05,0.0015845962,0.0002367311,0.0614899546,0.0274540912,0.023156533,0.0243874788,0.0144828334,0.004717723,0.0641355366,0.0069340779,0.6053749323,3.01519266940886E-05,0.0025134066,0.0045862603,5.28011014466756E-06,0.0001996609,0.0008641499,0.0006230902,0.1590448767,5.31356292299279E-08,1.78087611857336E-05,0.9798744321,0.0199023634,1.11358740468859E-05,7.39945289751631E-06,0.000186773,0.1076898947,0.0518377051,0.9399568439,0.1194201186,0.3936891854,0.3477211893,0.2517492175,0.0068403753
619,bottlenecks/Clean clothes/Shoes/shoes780.jpg.txt,0.0044025201,0.0105811171,0.0702638626,0.6502979398,0.1718965471,0.0003760153,0.0042689531,0.0003502154,1.5799916582182E-05,0.0307861883,0.0018194519,0.0029636926,0.0394730717,0.0004364409,0.0107853981,0.0012827383,0.0104070306,0.0031188028,0.2623158097,0.0695818886,0.0013211991,0.0015363727,0.0020930048,1.90819209819892E-05,0.001041111,3.61380352842389E-06,9.34854142542463E-06,0.0007480599,0.0006898959,0.0015536649,9.55833172611165E-08,3.86769852411817E-06,0.6455571651,2.598633557227E-07,0.9996500015,3.58789002348203E-05,1.13186888484051E-05,2.88792818992079E-07,0.0001374048,0.000164921,0.0130586661,0.0016072746,0.0049235411,0.9982843995,0.0628788024,0.0082588606,0.9288458824,1.64135926752351E-05
620,bottlenecks/Clean clothes/Shoes/shoes239.jpg.txt,0.0052848067,0.0231111757,0.0841114596,0.7305918932,0.004235087,0.0068434095,0.0235671233,0.0030097207,0.0005231394,0.0090072099,0.001457595,0.0480632558,0.0491871946,0.0011863546,0.0066126934,0.0032079204,0.024699647,0.0163249429,0.0758192763,0.7157927155,0.0074951425,0.0015536948,0.0075268429,0.0007233332,0.0014845317,0.0014028479,0.0001634958,0.0011027311,0.0042114509,0.0004060061,0.0001800975,0.0002849999,0.1408282667,0.0174100753,0.0011474442,0.0131450994,0.0022690331,0.0004095922,0.916318655,0.049300015,0.0037813976,0.010554173,0.1440193206,0.0031418202,0.9207686186,0.0132886758,0.0642870888,0.0016556132
621,bottlenecks/Clean clothes/Shoes/shoes1765.jpg.txt,0.0153229833,0.0064027649,0.0886055604,0.0068457215,0.8463950753,0.0110335462,0.0150366081,0.0016908901,0.0010372152,0.0047153276,8.44881942612119E-05,0.0008283174,0.0003895116,0.0005373656,0.0006990754,0.000375574,0.8200103045,0.0123088025,0.0291094165,0.0130510712,0.018502919,0.0010453375,0.0034948136,0.0001005097,0.0046083168,0.0002824386,0.0008690925,0.0028174254,1.75379227584926E-05,0.0001282975,4.55678527941927E-05,0.0001020452,0.0935061052,5.72561521039461E-06,0.0001020445,0.9855598211,0.0133557878,0.0003349917,3.26158769894391E-05,0.0006090218,0.0686515421,0.0061408272,0.7102956176,0.0044574989,0.3389281929,0.2699451149,0.3809683621,0.0101583507
622,bottlenecks/Clean clothes/Shoes/shoes483.jpg.txt,0.002501352,0.0411062799,0.3720917404,0.3738594651,0.1356492043,0.0080764117,0.005916269,0.0003707939,0.0015177081,0.0114735886,0.0019864845,0.0093675051,0.014635995,0.0011542415,0.0182350986,0.0020578427,0.0072650132,0.0202480033,0.2287122309,0.0421509966,0.0080862986,0.0026001409,0.0052740704,0.0002906282,0.0001277514,2.72174802375957E-05,5.02613329445012E-05,0.0008944057,0.0002837544,0.0047126268,0.0008636138,5.60296757612377E-05,0.6783569455,5.08688499394339E-05,0.8896086812,0.0054448014,0.0002471793,3.61904640158173E-05,0.035045132,0.0695671067,0.0126083987,0.0172996987,0.01028236,0.9566343427,0.9007389545,0.0029323332,0.0962719768,5.67187016713433E-05
623,bottlenecks/Clean clothes/Shoes/shoes686.jpg.txt,0.0002543878,0.0296963621,0.0298285689,0.8573207259,0.0158397481,0.0009092957,0.002560037,0.0001099578,0.0001571079,0.0102806194,0.0012099802,0.018702345,0.0218942352,0.0002319132,0.0102596013,0.0007451152,0.0064497408,0.0142338052,0.4265229106,0.1391630769,0.0194347855,0.0012791367,0.0045085382,0.000194664,0.0002136645,7.72729472373612E-05,2.76790924544912E-05,0.0002476456,0.0005402066,0.0119794253,0.000533489,1.61515708896331E-05,0.3745778501,4.43099488620646E-05,0.9662210941,0.0002421107,5.82673310418613E-05,6.37844505035901E-06,0.0086335801,0.024794165,0.0051376414,0.0126681104,0.0068858932,0.9799423218,0.1805205047,0.0034205026,0.8160231113,3.59344230673741E-05
624,bottlenecks/Clean clothes/Shoes/shoes344.jpg.txt,0.0070889113,0.0071093678,0.5238940716,0.0371664464,0.0703225881,0.0539963245,0.265168637,0.000364703,0.0021846255,0.0132341748,0.0010329051,0.0039497465,0.0080309082,0.0013290959,0.0047089979,0.0004185564,0.3989196718,0.0344845876,0.0284429938,0.1301770508,0.0307180453,0.0018254321,0.0200680122,0.0025403721,0.0026881227,0.0003992393,0.0009104561,0.0047543962,0.0013317735,0.000495885,0.0071104742,0.0061159856,0.3290175498,0.0409403741,0.0028766554,0.8349917531,0.0165717974,0.0060955822,0.0144132879,0.0841105208,0.046234116,0.0345407166,0.3940096796,0.0133295609,0.1826453209,0.5208402872,0.289953202,0.006561215
625,bottlenecks/Clean clothes/Shoes/shoes67.jpg.txt,0.0010252569,0.0025671811,0.7181922197,0.0962246954,0.0745224059,0.0087742172,0.0843799859,0.0001480368,0.0006994159,0.0048784926,0.000315248,0.0006886391,0.0041315448,0.0013755632,0.001742443,0.0003346205,0.1278991848,0.0746204928,0.093126379,0.1368449926,0.0201811567,0.0017299399,0.0127042541,0.0005227475,0.0014911223,0.0008401665,0.0016201824,0.001480233,0.0132755907,0.0018772295,0.0017472974,0.0396254398,0.4704135358,0.8888447285,0.0009563374,0.0097657135,0.0003408183,0.0008700985,0.032383956,0.0668382868,0.0079171881,0.0089480262,0.0437062941,0.0221421998,0.411432445,0.0714738742,0.5123133659,0.0047803475
626,bottlenecks/Clean clothes/Shoes/shoes1543.jpg.txt,0.0135662584,0.0118042873,0.5310934186,0.0482317545,0.0684646815,0.0308571458,0.2288210988,0.0002856887,0.0048283422,0.0456712358,0.0026508025,0.0019444947,0.0010962815,0.0022321057,0.0076949066,0.0007575701,0.5353791714,0.0105660902,0.0241181944,0.2911380827,0.0234184116,0.0050338651,0.0060165431,0.0002016379,0.0072509577,0.0033425076,0.0011772367,0.0031817572,2.4190689146053E-05,0.0013447657,0.000161265,0.0041937917,0.0834515691,0.0016608594,0.000920495,0.8870847821,0.0713050589,0.0018815482,0.001870067,0.0352772139,0.0304083284,0.1123446301,0.3474386036,0.0304916967,0.218683213,0.2010121047,0.5361744165,0.0441302359
627,bottlenecks/Clean clothes/Shoes/shoes360.jpg.txt,0.0439662524,0.0190084372,0.8096642494,0.0071932892,0.0204481967,0.0076774526,0.0581311919,0.0001706476,0.0021716671,0.0147378491,0.0034463289,0.0024788377,0.004819633,0.003692931,0.0021255231,0.0002675715,0.2160773426,0.0035786696,0.2145179659,0.2191105336,0.0383823141,0.0009763485,0.0121109169,8.82466702023521E-05,0.0011718333,0.0006837237,0.0002514447,0.0171962436,5.72536009713076E-05,0.0001283501,1.21977627713932E-05,0.0202717949,0.2553848028,0.7080493569,0.0003611711,0.1255107224,0.005005823,0.0991177186,0.014072503,0.0478827246,0.0261793807,0.0284278616,0.2478755414,0.0025981094,0.3435955942,0.2352576107,0.328587383,0.0925593823
628,bottlenecks/Clean clothes/Shoes/shoes293.jpg.txt,0.0038358024,0.007366146,0.6280280352,0.0671187788,0.0737331882,0.0183448214,0.1761263013,0.0006073334,0.0058027566,0.0028828052,4.79550581076182E-05,0.0028592239,0.0083739972,0.0006916446,0.0039043517,0.0002768174,0.1445518583,0.1920739263,0.0447272398,0.0961731076,0.0082513597,0.0017700396,0.0137099456,0.0032797772,0.0019698904,2.5561352231307E-05,0.0001698071,0.0038502431,0.0017345048,0.0003174508,0.0674070418,0.0007914627,0.4191967845,0.0107542677,0.0235047136,0.1223288104,0.002569535,0.0010165771,0.0676304474,0.7721956968,0.0371302962,0.0077215182,0.1510941088,0.1571192443,0.5873473287,0.0876156613,0.3247924149,0.0002445801
629,bottlenecks/Clean clothes/Shoes/shoes635.jpg.txt,0.0008312698,0.2799009979,0.0113334553,0.4928903282,0.0457775369,0.0016600634,0.0004955913,0.0001960716,0.0003946384,0.0601383336,0.0255573913,0.0202334952,0.0230027046,0.0003237932,0.035546165,0.0017181762,0.0081401095,0.0150622558,0.5776718259,0.1280423105,0.0254159477,0.0032220483,0.0027256696,0.0004858492,0.0001059262,0.0001103627,5.62540517421439E-05,0.0008228965,0.0006622512,0.0115366839,0.0006635105,6.15077369729988E-05,0.2252145261,0.000001665,0.9878031611,0.0004392285,2.91628603008576E-05,5.01854901813204E-06,0.0017853366,0.00993645,0.0112392018,0.0416444428,0.0230134614,0.9826646447,0.1247929931,0.0037377551,0.8714318871,3.73860675608739E-05
630,bottlenecks/Clean clothes/Shoes/shoes1661.jpg.txt,0.8216005564,0.0066643772,0.0193124097,0.0016597521,0.1192482859,0.0046016225,0.0119093256,0.0009458191,0.0067248787,0.0016922677,0.0002235524,0.000544074,0.0007315362,0.0013262172,0.0008156555,0.0019995463,0.1542619467,0.0152453929,0.0181061458,0.0130669,0.0358577147,0.0467171855,0.5125125647,0.0009216743,0.0105285225,6.87925421516411E-05,0.0039519873,0.142374903,3.33219554704556E-06,0.0006916063,0.000048002,0.0013613178,0.0442820229,1.86098276344637E-07,7.05215279594995E-06,0.9918851852,0.0080606546,6.63793457533757E-07,8.51212826091796E-06,0.000037784,0.0194129124,0.0113877635,0.827519536,0.0803282186,0.3892308772,0.4277539849,0.1798089147,0.0032061955
631,bottlenecks/Clean clothes/Shoes/shoes558.jpg.txt,0.0015623175,0.0053914273,0.7363398075,0.1417548507,0.024979895,0.0014760384,0.008933424,0.0003434839,0.0005235199,0.010254629,0.0021781216,0.018258024,0.0374582708,0.0009598155,0.0085641984,0.0010220823,0.0039270059,0.0052996515,0.07507056,0.291592747,0.0078290347,0.0072079548,0.0069803321,0.0002984648,0.0001700752,1.33242920128396E-05,5.37877167516854E-05,0.0018469247,0.0005529433,0.0033284745,0.0002367296,1.56241112563293E-05,0.5955763459,1.47843331887998E-06,0.9949872494,0.0001607111,5.91231764701661E-06,1.6578745771767E-06,0.0032840841,0.0015589782,0.0128849084,0.0057320916,0.011262537,0.9929803014,0.936230123,0.0038181685,0.0599238351,0.000027815
632,bottlenecks/Clean clothes/Shoes/shoes623.jpg.txt,0.0051165516,0.0010364876,0.6693711877,0.0442938954,0.1491763145,0.0042292224,0.0127234608,0.0040397402,0.0001109829,0.0103275357,0.0004700804,0.0261471253,0.0679734126,0.0031126097,0.0015284325,0.0003430432,0.1038496345,0.0012912899,0.1268254966,0.011858603,0.0127733266,0.0028240765,0.0046227416,6.24168824288063E-05,0.0030693018,3.24681932397652E-05,0.0001077473,0.0026297981,0.0011199086,0.0003709405,1.91529821336189E-07,3.68870896636508E-05,0.7285251617,0.0249142889,0.1782722175,0.121131435,0.0861200318,8.51096410769969E-05,0.5661474466,0.0233294517,0.0068582674,0.0001600144,0.0487944223,0.8184859753,0.5558521748,0.0394743346,0.404355973,0.0003176135
633,bottlenecks/Clean clothes/Shoes/shoes1593.jpg.txt,0.0058037816,0.0015111666,0.081434533,0.0028438019,0.0183133837,0.2349234074,0.6001517773,0.0016539892,0.0106885554,0.0218979958,0.0001483092,0.0126628298,0.0033577478,0.0034264771,0.0009101467,0.0002720431,0.6999613643,0.0097999042,0.0194846578,0.172277838,0.0098867882,0.0084552765,0.0142918881,0.0006868511,0.0132922288,0.0007150323,0.0006001157,0.0103909019,1.43819333970896E-05,0.0001279323,0.0013614639,0.0101307696,0.0285225604,0.0001185282,4.22511147917248E-05,0.983982563,0.0065305112,0.0016551133,0.0005801869,0.0070907329,0.1548889726,0.673268795,0.762499392,0.055328954,0.1036627069,0.1007020399,0.7925422788,0.0030930233
634,bottlenecks/Clean clothes/Shoes/shoes1741.jpg.txt,0.005930969,0.0947900191,0.0180982947,0.6867091656,0.0459452383,0.030199552,0.0077047334,0.0021188944,0.0006114988,0.0224424116,0.0045255641,0.0184348635,0.0444272496,0.000960282,0.0120510682,0.0050501535,0.1047695726,0.0258925408,0.1898300946,0.2743802369,0.1222523302,0.0203812439,0.1315924823,0.0033737663,0.0013694122,0.0003659596,0.0007487622,0.0073852851,0.0003567816,0.0012238862,0.0023260966,0.0003152462,0.1134362221,0.0010500832,0.0091367159,0.8100342751,0.0146945752,0.0001724676,0.1416305155,0.0232813489,0.0014066228,0.0536227822,0.4403688014,0.0179334618,0.5190007687,0.0267294124,0.4538424313,0.0004273789
635,bottlenecks/Clean clothes/Shoes/shoes693.jpg.txt,0.000322743,0.0182954147,0.0582885593,0.8468468785,0.0303022489,0.0009243131,0.0012673299,6.18357371422462E-05,0.0002757313,0.0083779776,0.0042310013,0.0067096432,0.0137267644,0.00018315,0.0097381724,0.0004480907,0.0078027775,0.0233493932,0.2172718793,0.0382095017,0.0147744473,0.0036976694,0.0093276687,0.0005848421,0.0001496395,0.000048638,3.47000968758948E-05,0.001306564,0.0004237299,0.0222837403,0.0007762464,1.53694963955786E-05,0.659943223,8.95282119017793E-06,0.9662365913,0.0003721255,1.48999333760003E-05,2.32712341130537E-06,0.0020951235,0.0312699266,0.0069862115,0.0100167245,0.0172923226,0.9819498658,0.1612540334,0.0072680353,0.8314372301,4.07385341532063E-05
636,bottlenecks/Clean clothes/Shoes/shoes681.jpg.txt,0.0006358544,0.0117110461,0.0092857694,0.9175749421,0.0321155377,0.0010316385,0.002630851,5.48056814295705E-05,6.76359195495024E-05,0.0065488033,0.0032785698,0.0050415797,0.0073070764,0.0002652884,0.0020551947,0.0003953654,0.0022015213,0.008107963,0.2077092528,0.0489163324,0.0043484871,0.0045575532,0.0076781753,0.000055083,0.0001502391,1.89838847290957E-05,9.74026443145704E-06,0.0004647051,0.0001996632,0.0025073802,0.000184197,6.8145886871207E-06,0.7128839493,5.36318020749604E-06,0.9948866963,0.0002267017,9.04270109458594E-06,1.92049219549517E-06,0.0009665434,0.0039038872,0.0052106311,0.0071778568,0.0056355773,0.994641304,0.1058396921,0.0045223529,0.8896261454,1.17306562970043E-05
637,bottlenecks/Clean clothes/Shoes/shoes501.jpg.txt,0.0002632998,0.0022584824,0.9317368865,0.0268843137,0.016011266,0.0001984737,0.0005897123,0.000285267,0.0001550289,0.0060574999,0.0004699456,0.0022063444,0.0096064573,0.0001470123,0.0027194228,0.000410573,0.0075803781,0.0026435708,0.0839307159,0.0551132262,0.0092120962,0.0011896007,0.0028808441,0.0003872278,0.0001434675,0.000020223,0.00009677,0.0019530278,0.0012228055,0.0011688786,0.0005975955,3.69192930520512E-05,0.8318226933,8.10751134849852E-06,0.9886151552,0.0015157679,0.0001800524,2.19616367758135E-06,0.0056909267,0.0039876783,0.0281269774,0.0088165663,0.0164568871,0.9901894927,0.7680161595,0.0054880464,0.2264473587,4.84717165818438E-05
638,bottlenecks/Clean clothes/Shoes/shoes937.jpg.txt,0.0186054315,0.0065189018,0.311730653,0.1453594565,0.2838206589,0.0436865427,0.1134068295,0.0010903076,0.0061887498,0.0085831741,0.003330295,0.0351656824,0.0027555504,0.0177763402,0.0019047624,7.66848825151101E-05,0.1826680154,0.0045917355,0.1438491493,0.1273469776,0.0376771353,0.0061573992,0.0092788637,3.62178507202771E-05,0.002226989,0.0018855021,0.0005341065,0.0051061143,3.2286268833559E-05,0.0004519676,6.40404978184961E-05,0.0021421975,0.4759512842,0.0976350233,0.001551026,0.3495493233,0.0938806087,0.068808347,0.0514913052,0.337084353,0.0232252441,0.0140713193,0.2558192015,0.0034076432,0.0211244319,0.1146358252,0.8455653787,0.0186744183
639,bottlenecks/Clean clothes/Shoes/shoes1290.jpg.txt,0.0479568318,0.0147915585,0.629551053,0.01157369,0.0794064477,0.030404482,0.124266848,0.0017735299,0.0030323528,0.028184386,4.73370891995728E-05,0.0014021632,0.0141486032,0.0012071723,0.0109289708,0.0013245651,0.4920520782,0.055331286,0.019283291,0.0801238865,0.0405767076,0.0059230132,0.0729432702,0.0084285736,0.0143015441,0.0004516591,0.0032131157,0.0115874829,0.0007859689,0.000817276,0.0351695754,0.063630037,0.0953812078,0.0029060706,0.0003119045,0.8979731798,0.0732305273,0.0001641292,0.0017675902,0.0236465354,0.0352488756,0.0384359471,0.8207467794,0.0174000077,0.3422733545,0.1873329729,0.468711108,0.0016825872
640,bottlenecks/Clean clothes/Shoes/shoes2117.jpg.txt,0.0060131759,0.0443761423,0.0877715051,0.7612786889,0.0159723554,0.0076469597,0.0145549281,0.0005132477,0.002052282,0.0038721485,0.0010622323,0.0073721195,0.0179123357,0.0012294103,0.0273724683,0.001000026,0.0383741409,0.0211067889,0.1928603053,0.1221253425,0.0104828347,0.0015453956,0.0073404084,0.0007570125,0.0006294219,0.0002026499,0.0002901944,0.0002677687,0.0006836214,0.0018377807,0.0041332603,0.0002137972,0.5971493125,0.0036061201,0.139773652,0.0457557179,0.0012728765,0.0004690307,0.7269948125,0.0821276978,0.0065100593,0.0840322748,0.0375641584,0.4068286419,0.9612691998,0.0032029883,0.0352896564,0.0002381102
641,bottlenecks/Clean clothes/Shoes/shoes34.jpg.txt,0.0061065727,0.0027884368,0.3511193097,0.5533094406,0.0300445352,0.0026572521,0.0358081274,0.000405246,0.0011738016,0.0011278779,0.0002549865,0.003028214,0.0087802699,0.0007883669,0.0017851688,0.0008224524,0.0628637969,0.0017509785,0.3341439664,0.1170797423,0.004645573,0.0018035902,0.0108020287,0.0001006707,0.0005843479,0.000227646,0.000282022,0.000440861,0.0009001115,0.0001610555,0.000108539,0.0007555723,0.4633494318,0.0859667286,0.0003674455,0.0045481618,0.0003392361,0.0005318542,0.8952972889,0.0129492944,0.0063168481,0.0015175114,0.0095204031,0.0073705437,0.9072487354,0.0068827835,0.0848184451,0.0010499671
642,bottlenecks/Clean clothes/Shoes/shoes1080.jpg.txt,0.9303017259,0.0217465591,0.0012305597,0.0011389269,0.023309553,0.0075539751,0.001453493,0.0002411514,0.0069545396,0.0003623872,0.0003054717,0.001193139,0.0007575834,0.0014120889,0.0005763528,0.0014624908,0.1402232349,0.0299924966,0.0216986984,0.0039800094,0.0128479423,0.02943708,0.2220887244,0.0253992062,0.0067149303,0.0002858747,0.0159798469,0.4704477787,4.25577218265971E-06,0.00025008,0.0009148003,0.0030168495,0.0167182349,1.8958951386594E-07,8.16202089026774E-07,0.9962661862,0.0036604998,3.11501826217864E-05,0.000004118,3.70527013728861E-05,0.0287954267,0.0355030634,0.9296306968,0.0067608082,0.7091656327,0.1079769209,0.1744474024,0.0084100487
643,bottlenecks/Clean clothes/Shoes/shoes276.jpg.txt,0.0004830817,0.0053236862,0.7183451653,0.1458642483,0.0039292169,0.0015841739,0.0088674687,0.0007390526,0.0001357905,0.0024918087,0.0006714115,0.0145567898,0.0937601849,0.000340143,0.0020642634,0.0008434806,0.0507737398,0.0027865646,0.258895129,0.2049419135,0.0085729407,0.0005386111,0.0031763834,0.0003370385,0.0006427338,0.0001851082,0.0002592868,0.0037061549,0.0162508544,0.0006429806,0.00136918,0.0004103587,0.4465109706,0.0144152651,0.0004657402,0.0028656588,0.0002032644,4.82221839774866E-05,0.9708050489,0.0111967297,0.0038087759,0.0021217887,0.0389965102,0.0033270353,0.9519355297,0.0023951987,0.0452907309,0.0003785276
644,bottlenecks/Clean clothes/Shoes/shoes119.jpg.txt,0.0027121981,0.03783096,0.2410053015,0.2584650517,0.1797199547,0.0337732509,0.1470721513,0.0004931297,0.0043337308,0.0477901883,0.0059833038,0.0154180909,0.0110301599,0.0020969068,0.0118350796,0.0004406173,0.0769497007,0.0917656943,0.0806749091,0.3300260603,0.0763147771,0.0030264305,0.0106218616,0.0003167846,0.0010115274,0.000298116,0.0006609796,0.0034835166,0.0027530037,0.0024073806,0.0024672849,0.0038984001,0.3133235574,0.1929761171,0.0162558947,0.0668923557,0.0055134841,0.003836669,0.1816935539,0.5328319073,0.0114373602,0.0464583449,0.0546131842,0.0781339779,0.157492429,0.1706905514,0.668610096,0.0032070198
645,bottlenecks/Clean clothes/Shoes/shoes38.jpg.txt,0.0268781837,0.0128024137,0.3948115408,0.196739167,0.0462955572,0.0117487479,0.2234578133,0.0008668583,0.003866927,0.01842984,0.0010746022,0.029947862,0.0214026328,0.0048421361,0.0056726583,0.0011630583,0.0639612898,0.0123129245,0.1324292123,0.2379511893,0.017524384,0.0008521856,0.0218625758,0.0003351761,0.0024732503,0.0029131034,0.0007997779,0.0009145927,0.0007625158,0.0008111265,0.0003638562,0.0108347591,0.4928981066,0.7725304365,0.0008639392,0.0428563692,0.0012342804,0.022716485,0.0749097168,0.0848887414,0.0300384276,0.0081847776,0.0958377719,0.0030975863,0.6248078942,0.0946909711,0.2608643472,0.019636834
646,bottlenecks/Clean clothes/Shoes/shoes39.jpg.txt,0.0017905536,0.0113426978,0.0600409098,0.8062592149,0.006350365,0.0027254869,0.0195601266,7.29463499737903E-05,0.0003858902,0.0025604041,0.0001184741,0.0046482221,0.0718506128,0.001585913,0.0102356309,0.0004724628,0.0360832065,0.0161530618,0.0385802835,0.059920717,0.0050787842,0.0001787349,0.0045908531,0.0021796578,0.0004271287,0.000209906,0.0003496238,0.000144074,0.0209263992,0.0002226963,0.0028401897,0.0015756531,0.8105390072,0.9854233265,0.0006770064,0.0009215451,6.23445739620365E-05,0.000111026,0.0029872204,0.0098175742,0.0051446971,0.023778107,0.0387334824,0.0411871821,0.118945919,0.0231006257,0.8574780226,0.0004753988
647,bottlenecks/Clean clothes/Shoes/shoes281.jpg.txt,0.0017149005,0.0038033638,0.7327834368,0.0536561944,0.0272181649,0.0251215436,0.1271785945,0.0001468973,0.0043479665,0.0089608077,0.0018943626,0.0045838687,0.0021378847,0.0014618501,0.0047197561,0.000270445,0.1509461254,0.0071655,0.0226362832,0.1331941783,0.005089588,0.0034565357,0.0034686632,0.000017308,0.0032545305,0.0004674343,0.0001615225,0.0046857106,1.80489132617367E-05,6.53472961857915E-05,0.0001181801,0.0028698188,0.6623852253,0.0478448682,0.0009965351,0.1555201411,0.004837234,0.0152144618,0.0173069071,0.75827986,0.0199870132,0.0050519533,0.1169727072,0.0309660695,0.0520432033,0.0559348278,0.8843097091,0.0077123134
648,bottlenecks/Clean clothes/Shoes/shoes539.jpg.txt,0.0057752444,0.0153802373,0.1798311472,0.5601547956,0.0953694582,0.0053587533,0.020043565,0.0020069852,0.0040460448,0.0121635552,0.0014597299,0.0173703246,0.0613611937,0.0011907829,0.0151782883,0.0033098999,0.0882459059,0.063869305,0.2205062062,0.1522101015,0.0121724922,0.0053725559,0.0177990142,0.0008192947,0.0014802192,7.75861990405247E-05,0.0002121201,0.002228271,0.0004279019,0.0018932293,0.003708418,0.000680088,0.4282973111,0.0003556846,0.82077384,0.0501866043,0.0010612904,8.48623458296061E-05,0.0268453602,0.1006924063,0.0225794837,0.0111037046,0.0447522551,0.9478666782,0.8570917249,0.0110364584,0.1315837502,0.0002880448
