,bottleneck_dir,top-primary-color-white,top-primary-color-beige,top-primary-color-black,top-primary-color-brown,top-primary-color-grey,top-primary-color-blue,top-primary-color-navy,top-primary-color-teal,top-primary-color-green,top-primary-color-olive,top-primary-color-pink,top-primary-color-red,top-primary-color-maroon,top-primary-color-purple,top-primary-color-orange,top-primary-color-yellow,top-secondary-color-white,top-secondary-color-beige,top-secondary-color-black,top-secondary-color-brown,top-secondary-color-grey,top-secondary-color-blue,top-secondary-color-navy,top-secondary-color-teal,top-secondary-color-green,top-secondary-color-olive,top-secondary-color-pink,top-secondary-color-red,top-secondary-color-maroon,top-secondary-color-purple,top-secondary-color-orange,top-secondary-color-yellow,top-secondary-color-none,top-type-short-sleeve-t-shirt,top-type-long-sleeve-t-shirt,top-type-short-sleeve-shirt,top-type-long-sleeve-shirt,top-type-singlet,top-type-polo,t-shirt-style-graphic-text,t-shirt-style-graphic-image,t-shirt-style-round-neck,t-shirt-style-henley,t-shirt-style-pocket,t-shirt-fit-slim-fit,t-shirt-fit-longline,t-shirt-fit-baggy,t-shirt-fit-regular,shirt-style-oxford,shirt-style-dress,shirt-style-graphic,shirt-style-pocket,shirt-style-granddad-collar,shirt-fit-slim-fit,shirt-fit-regular-fit,top-patterns-animal-print,top-patterns-argyle,top-patterns-horizontal-stripe,top-patterns-vertical-stripe,top-patterns-checkered,top-patterns-dotted,top-patterns-floral,top-patterns-plaid,top-material-denim,top-material-dry-fit,top-material-cotton,dir
603,bottlenecks/Clean clothes/Tops/plainshirts407.jpg.txt,0.0145762973,0.0097841686,0.0397521146,0.1340737343,0.0408557206,0.0124944886,0.1163309664,0.0368025824,0.0106576374,0.2224943191,0.0129295578,0.2016666085,0.0275991075,0.0795990974,0.027937863,0.0124457907,0.0009500742,0.0003330688,0.0008293003,1.52942866407E-05,5.86455462326E-05,6.91838940838E-05,0.0010558409,0.0002335386,7.28566301404E-05,1.74662909558E-05,1.2042249864E-06,0.0009440085,6.76021372783E-05,5.48087773495E-05,3.39807556884E-05,0.0001239782,0.995139122,1.66532954609E-05,7.24745186744E-05,0.070747979,0.9285009503,7.49038827053E-06,0.0006544246,0.0369289964,0.0432048813,0.0049184365,0.2435355932,0.035485059,0.018601967,0.0627480745,0.1002899781,0.818359971,0.1448094249,0.3010675013,0.0006513796,0.4907170534,0.0597807989,0.9812814593,0.0187186114,0.0026675886,0.0005104922,0.0133614261,0.0088283252,0.0044067651,0.0628029332,0.012480733,0.0016160859,0.2632967234,0.0067975218,0.7299057245,Clean clothes/Tops/plainshirts407.jpg
604,bottlenecks/Clean clothes/Tops/polos263.jpg.txt,0.002132938,0.0011797302,0.6319843531,0.0169458576,0.0191765167,0.0057028909,0.2485866845,0.014264401,0.0262405518,0.0057088435,0.0002414271,0.0012804873,0.0001470985,0.0257902071,0.0004004592,0.0002175267,0.0809525624,0.0004649623,0.015561386,0.001464404,0.0157935452,0.0008212213,0.0015445256,0.0009662815,0.0027638751,0.0018025504,0.0014476414,0.0075727249,0.001684227,0.0005008615,0.0012851398,0.0086235823,0.8567505479,0.5258574486,0.0123747122,0.006300692,0.0018275428,0.0036196376,0.4500201046,0.0580637157,0.1419825554,0.2323032022,0.0411008559,0.0236230269,0.0793322995,0.0645293444,0.0176522303,0.838486135,0.612721324,0.0453146808,0.0010326166,0.0432854183,0.2044896334,0.9649380445,0.0350619107,0.0010264193,0.00266038,0.0082551232,0.0131676802,0.0063602757,0.0061850478,0.0099449083,0.0009283818,0.0064637093,0.0233489815,0.9701873064,Clean clothes/Tops/polos263.jpg
605,bottlenecks/Clean clothes/Tops/printedshirts40.jpg.txt,0.0049504335,0.0007082238,0.6521344185,0.0017905087,0.0146492412,0.0255413968,0.2435853779,0.0011786434,0.0163367055,0.0164445303,0.0035415951,0.0063088937,0.0004486059,0.01185185,0.0001455116,0.0003841135,0.0600784644,0.0087549426,0.0432542451,0.0052044149,0.0140075004,0.019432731,0.0023797846,0.0090018613,0.0007001954,0.0006762363,0.0001813253,0.0048125261,0.0018036925,0.001381086,0.0002930999,0.0105877854,0.8174501657,0.0098208748,0.0002441054,0.8143783808,0.172028318,8.02313079475E-05,0.0034479757,0.0412611961,0.2178859413,0.0818458647,0.0881967694,0.0220085401,0.0243820064,0.0470154472,0.1149604023,0.8136421442,0.2459689528,0.1583265215,0.0003675361,0.1658447087,0.0776371211,0.8276627064,0.1723373383,0.0009796928,0.0005034538,0.0785486624,0.0242839139,0.026395455,0.0219168365,0.4191525877,0.00450614,0.0186051168,0.0061952057,0.9751996398,Clean clothes/Tops/printedshirts40.jpg
606,bottlenecks/Clean clothes/Tops/graphictshirts1667.jpg.txt,0.9146317244,0.0108136656,0.0052276119,0.0001124762,0.0239533763,0.0084250653,0.0249309801,0.0071034585,0.0003423736,0.000419952,0.0006645002,0.0002790308,0.0004046747,0.0010953709,0.0004845392,0.0011111974,0.0195820425,0.0063728499,0.157837674,0.004659418,0.0252066962,0.0470310897,0.0646202192,0.2201052159,0.1015244871,0.0147555266,0.0174638648,0.1439619213,0.0047237747,0.0886565149,0.0641481653,0.0115761589,0.0077744154,0.9810642004,0.0080557037,2.15582713281E-05,6.05717218605E-07,0.0090776794,0.001780375,0.0885965601,0.9597251415,0.9742980599,0.0022167484,0.0658887699,0.0918645784,0.0793175772,0.0740508884,0.7547669411,0.2193459868,0.0211097263,0.0010678413,0.1095112264,0.4038062394,0.9960734844,0.0039265687,0.0031634788,0.0034278801,0.0215853192,0.0008674134,0.0036212343,0.0044764797,0.0037388445,0.0006245983,0.0027681272,0.0170885418,0.9801433682,Clean clothes/Tops/graphictshirts1667.jpg
607,bottlenecks/Clean clothes/Tops/graphictshirts925.jpg.txt,0.8675596714,0.0397418439,0.0089872731,0.001456616,0.0132078407,0.009243221,0.0088693891,0.0237488933,0.0028624309,0.0014374702,0.0013603297,0.0015188373,0.00069281,0.0099066989,0.0064882287,0.0029185002,0.0293679424,0.0105599938,0.6832541227,0.006616638,0.0744188651,0.0192357376,0.0395064503,0.012883313,0.0172250848,0.0247260444,0.0144673437,0.0119904177,0.0053347494,0.0128860408,0.0107537415,0.004144426,0.0226290394,0.9971031547,0.0005276629,3.38742866006E-05,7.37414154628E-07,0.0018273818,0.0005071674,0.7170850039,0.5859008431,0.9894790053,0.0025177009,0.0270422027,0.1550387889,0.058856342,0.0410292111,0.7450756431,0.3943896592,0.063319847,0.0044268416,0.1732292324,0.2391341031,0.9932697415,0.0067303078,0.0032903778,0.0095925219,0.0091501605,0.0016625372,0.0017793104,0.0034597372,0.0029256789,0.0004516069,0.0010992771,0.0051222597,0.9937784076,Clean clothes/Tops/graphictshirts925.jpg
608,bottlenecks/Clean clothes/Tops/graphictshirts1663.jpg.txt,0.9176397324,0.0477430783,0.0011689197,0.0001322367,0.0087219505,0.0011399095,0.0010931803,0.0118607087,0.0004546908,0.0001102436,0.0059975795,0.001634523,0.0003617348,0.000576883,0.0002353849,0.0011291946,0.0737664327,0.0046148011,0.2812936306,0.0029077497,0.0671296269,0.1342024803,0.1237770543,0.0503637679,0.0079234643,0.0138895987,0.0117493626,0.030881498,0.002844854,0.006572179,0.0587199256,0.0159780197,0.1133854911,0.9965146184,0.0012999924,4.28645435022E-05,3.8692341775E-08,0.0011275745,0.001014957,0.3185978532,0.2457298338,0.874206543,0.0080522886,0.2383689135,0.0394636281,0.0214324538,0.0278040357,0.9112998247,0.6255252361,0.0453608483,0.000433049,0.1100342572,0.1039881036,0.997512579,0.0024873705,0.0024422188,0.0036793912,0.0175315645,0.0015046793,0.0034460956,0.009347735,0.002256244,0.0001844483,0.0010314077,0.0023232782,0.9966452718,Clean clothes/Tops/graphictshirts1663.jpg
609,bottlenecks/Clean clothes/Tops/graphictshirts1421.jpg.txt,0.1729428023,0.004751015,0.1035804451,0.002559053,0.0372870713,0.3269054592,0.1380832046,0.0237186048,0.0302429665,0.0003879065,0.0725599751,0.0382349938,0.0086930366,0.0186831281,0.0074774683,0.0138929309,0.2333227843,0.0055153258,0.0241951272,0.0067151953,0.0481697284,0.0120701762,0.0036862267,0.000169186,7.07093277015E-05,0.0007739671,0.0010807689,0.0263504647,0.0002707687,3.61222955689E-05,0.02534757,0.0046650916,0.6075607538,0.2428147495,0.040212065,0.5586466193,0.1124147624,0.0021326891,0.0437790826,0.2300482392,0.235969767,0.5609332919,0.0774047598,0.2483806163,0.1725907475,0.1568810344,0.2582433224,0.4122848809,0.5560911298,0.0611560792,0.0018237777,0.5583865047,0.0183250736,0.8189613223,0.181038633,0.000816603,0.0001435856,0.03616485,0.0307738353,0.0089107305,0.2554567456,0.0354540795,0.0035699003,0.0415624939,0.0044504483,0.9539871216,Clean clothes/Tops/graphictshirts1421.jpg
610,bottlenecks/Clean clothes/Tops/polos406.jpg.txt,0.0253698714,0.0001396193,0.8184751868,0.0011241091,0.0049306192,0.001254776,0.1304470897,0.0021796392,0.0036106564,0.0058336407,0.000370061,0.0010710706,0.0001875314,0.0043053227,0.000557682,0.000143071,0.0971800908,0.0010916513,0.0063731745,0.0002147663,0.0002912679,0.0092106368,0.0013837377,0.0012479681,0.0015982746,0.0003600584,0.0001116539,0.2552027106,0.0007086743,0.0033317194,0.0040592966,0.6041584015,0.0134759108,0.01050035,0.0654366389,0.0006609616,0.0005073557,0.0021067127,0.9207879305,0.0915605649,0.7598155141,0.048569601,0.0060388064,0.0383625105,0.0319323316,0.1135777459,0.0604760945,0.7940137982,0.1215863526,0.0668692365,0.0002328959,0.2566736937,0.051592648,0.9514855742,0.0485144667,0.0013521886,0.0015975565,0.0271661803,0.0067415428,0.0051471745,0.004178524,0.0108775292,0.0010165471,0.007769533,0.0060090655,0.9862214327,Clean clothes/Tops/polos406.jpg
611,bottlenecks/Clean clothes/Tops/graphictshirts575.jpg.txt,0.0245770887,0.0024345757,0.261826843,0.017364243,0.0669850633,0.0325215571,0.3467947245,0.0370468982,0.0145977074,0.0087149842,0.0017204148,0.0067586876,0.0828324333,0.0860679671,0.0057255081,0.0040313187,0.4591331184,0.0016158686,0.0786500573,0.0054294835,0.044388786,0.0506707691,0.0563061982,0.0171956588,0.015931407,0.0016395596,0.0544462651,0.0728022829,0.0050076973,0.0109552303,0.0665889606,0.0151403062,0.0440984108,0.9688567519,0.0282074679,8.18723492557E-05,1.27036646518E-05,0.000444222,0.0023970366,0.9595977664,0.1220961064,0.9023835659,0.0137181384,0.0119826328,0.1958913207,0.1435187906,0.204736039,0.45585379,0.2458892763,0.1029294953,0.0014698312,0.1923709214,0.0453830175,0.9749372602,0.0250626598,0.0009852847,0.001334828,0.0146232052,0.0047097337,0.0035359433,0.0123067433,0.0025822155,0.000328356,0.0045345193,0.0088928062,0.9865726233,Clean clothes/Tops/graphictshirts575.jpg
612,bottlenecks/Clean clothes/Tops/solidtshirts661.jpg.txt,0.0077944207,0.0012408138,0.0725717619,0.0277776197,0.0057203528,0.0526963249,0.4815596342,0.0233035963,0.1656558365,0.0206486769,0.0142109944,0.0073681041,0.0095914165,0.1070944592,0.0008224556,0.0019435605,0.2871456146,0.0012407907,0.0685609579,0.0035894501,0.0341080837,0.1264294535,0.0096176369,0.0128253922,0.0035039338,0.0009788895,0.0257233083,0.0763486996,0.017776804,0.0076654204,0.0147103881,0.0825458616,0.2272293121,0.9648525119,0.0284382086,0.0011135677,4.57252690467E-06,6.05756467849E-05,0.0055305059,0.1015756279,0.1233900711,0.7754109502,0.0688465089,0.076299198,0.0256321505,0.1018945351,0.1246963218,0.7477769256,0.3794611394,0.0224274192,0.000370539,0.1217356399,0.3270372152,0.9482951164,0.0517048649,0.0019259023,0.0014352568,0.0196075961,0.0112296045,0.0059900037,0.0051526232,0.0061071264,0.0016016833,0.0138287805,0.0201482829,0.9660229683,Clean clothes/Tops/solidtshirts661.jpg
613,bottlenecks/Clean clothes/Tops/stripedtshirts10.jpg.txt,0.0098804329,0.00120488,0.0783847868,0.0690369904,0.5730984211,0.1187954769,0.0804838166,0.0094568273,0.0037907532,0.0125315106,0.0022235119,0.0167338047,0.0006779034,0.0209826473,0.0021812436,0.0005370036,0.1623462588,0.0053872992,0.2358216792,0.0098524485,0.17928873,0.1269636601,0.0503796041,0.0215915944,0.0418340862,0.0022432432,0.0013640594,0.0077385721,0.001136287,0.0675659776,0.023238346,0.0006084705,0.0626397505,0.9227922559,0.0193464383,0.0003206545,2.22892595048E-06,0.0043568462,0.0531816036,0.0873839557,0.0674155056,0.9301304817,0.0065653501,0.2060223371,0.1092500687,0.073117733,0.040347565,0.7772846222,0.151189059,0.0440993384,0.0009524536,0.3215425909,0.2474826276,0.9826327562,0.0173672065,0.0006129906,0.0022667376,0.3515404165,0.0053192168,0.0043704398,0.0061634257,0.00835713,2.83331446553E-05,0.0282793175,0.0154901864,0.9562305212,Clean clothes/Tops/stripedtshirts10.jpg
614,bottlenecks/Clean clothes/Tops/graphictshirts1585.jpg.txt,0.0151782818,0.0085229529,0.002657922,0.0008844413,0.8834580183,0.0439984575,0.0080730189,0.0170346685,0.0011822,0.0007488517,0.005740711,0.0036504664,0.0005753363,0.0015256902,0.0011369715,0.005632028,0.2634073198,0.004822412,0.3642137647,0.0009456797,0.0602078512,0.0172203165,0.0403236859,0.0021204301,0.0040415139,0.0020988267,0.0007721756,0.0104406672,0.0001501331,0.0066104424,0.0388095453,0.001330558,0.182484746,0.6948469877,0.0034512223,0.0007770173,1.32308641696E-05,0.0006971578,0.3002144098,0.1212468818,0.2133151442,0.6814116836,0.0077321897,0.1998585314,0.0998545811,0.1089336425,0.1196991205,0.671512723,0.1895713359,0.0473725572,0.000153415,0.1252848208,0.0473424457,0.9937583208,0.0062416433,0.0005439462,0.0005384712,0.1476801634,0.0040406175,0.0011955183,0.0048197759,0.0016883669,0.0001113279,0.0071273912,0.0003182653,0.9925543666,Clean clothes/Tops/graphictshirts1585.jpg
615,bottlenecks/Clean clothes/Tops/graphictshirts853.jpg.txt,0.0015573599,0.0016501681,0.0283572245,0.0064814365,0.9096688628,0.0032402745,0.0064897984,0.0082218181,0.0026624785,0.0030915258,0.0012997247,0.004021104,0.010577037,0.0117384465,0.0004557818,0.0004870288,0.2413242012,0.0475706086,0.3820957243,0.0505968481,0.0690227449,0.0111842332,0.0248335246,0.0230461117,0.0066334829,0.0119716581,0.0039860513,0.0128539596,0.0055133188,0.0201358255,0.056139607,0.0061877696,0.0269043464,0.9452981353,0.0201118458,0.0012241357,1.58227994689E-05,0.0045571555,0.0287929792,0.9396112561,0.4496764839,0.9594259262,0.0037810276,0.0284277666,0.214643091,0.0514824241,0.0184397623,0.7154347301,0.3121215999,0.0347867124,0.0012173633,0.1776318252,0.1817996055,0.947663486,0.052336555,0.0005695636,0.0044123814,0.0143096233,0.0035244399,0.0052773496,0.0046222047,0.0166498087,0.0001850916,0.0071404516,0.0019180428,0.9909414649,Clean clothes/Tops/graphictshirts853.jpg
616,bottlenecks/Clean clothes/Tops/graphictshirts1024.jpg.txt,0.0434539616,0.0110574355,0.7817265391,0.0026992669,0.0196848083,0.0458814763,0.0468035452,0.005338436,0.0119825117,0.0062025287,0.0014977376,0.0020456617,0.0006510167,0.0184595678,0.0020507073,0.0004648096,0.4728305042,0.0023716961,0.0300770551,0.0028791327,0.0529371053,0.0589470118,0.012591904,0.0050945035,0.0098723648,0.0032532141,0.0048733894,0.0607335679,0.0103141116,0.0009415404,0.0149371503,0.1168811694,0.1404646188,0.9926879406,0.0045844745,4.87742545374E-05,3.16543264489E-06,0.0017047827,0.0009708554,0.0158966016,0.0600794889,0.8990997672,0.0174082275,0.142510891,0.1993124336,0.2838399112,0.1399252117,0.376922518,0.3025529683,0.0674095526,0.0006048679,0.179925099,0.1289682537,0.9846261144,0.0153739005,0.0003051248,0.0028275249,0.1178795695,0.0285442807,0.0104462449,0.0225839652,0.0358814523,0.0021317096,0.005752922,0.0093038687,0.9849432707,Clean clothes/Tops/graphictshirts1024.jpg
617,bottlenecks/Clean clothes/Tops/graphictshirts1396.jpg.txt,0.101646848,0.0042476668,0.0065942728,0.0017795056,0.0282386672,0.0359861217,0.0499073528,0.063398093,0.0024488748,0.0038504207,0.0097601945,0.0389216356,0.0173824802,0.0202991087,0.0464475751,0.5690911412,0.2399076968,0.0066207852,0.2889619768,0.0010881048,0.055230625,0.0294841565,0.0633455366,0.0432268307,0.0241139345,0.0034117172,0.0271234568,0.0265732855,0.005389492,0.0135398814,0.0680669993,0.090682067,0.0132334726,0.9992612004,0.0001418934,2.18203840632E-05,2.39462679019E-07,4.58936228824E-05,0.0005289551,0.6846104264,0.8408603668,0.9903208613,0.0012997529,0.0082815671,0.1689954549,0.0566339791,0.0227734204,0.7515971661,0.5198715329,0.1190292016,0.0002960669,0.0277557373,0.0935818553,0.9877439141,0.0122561138,0.0005181731,0.0019564331,0.002955592,0.0005665254,0.0003832032,0.0024009882,0.0051497589,0.0001542998,0.0030098688,0.0025546933,0.9944354296,Clean clothes/Tops/graphictshirts1396.jpg
618,bottlenecks/Clean clothes/Tops/graphictshirts1343.jpg.txt,0.0145745706,0.0003255596,0.8695001602,0.0010822647,0.0077433013,0.0015302603,0.0884633809,0.0050753346,0.0010729752,0.0007247088,8.18738262751E-05,0.0009740758,0.0003591221,0.0078699831,0.0004099673,0.0002124751,0.0707256049,0.0009063756,0.004781845,0.0005238461,0.0112087438,0.0038359421,0.0014582997,0.0023223825,0.0015696083,0.0011747306,0.0021390466,0.0534541383,0.0025909534,0.0144982217,0.1121452227,0.7147939205,0.0018711372,0.976575315,0.0053259889,6.16981196799E-05,1.12594989332E-07,0.0024700945,0.0155667812,0.108619526,0.9507419467,0.8000318408,0.0021052174,0.0947895646,0.1119096056,0.1132695824,0.0560281985,0.7187926173,0.3258796334,0.0240166206,0.0004548808,0.1990748346,0.3395868838,0.9970784187,0.0029215487,0.0017520214,0.0018349618,0.0119885672,0.0032677443,0.0225828476,0.0070135454,0.0040063509,0.0001558408,0.0048223208,0.003848912,0.9913287759,Clean clothes/Tops/graphictshirts1343.jpg
619,bottlenecks/Clean clothes/Tops/graphictshirts1241.jpg.txt,0.0052221287,0.0012311413,0.1372600794,0.0674429089,0.1492293328,0.1349049211,0.2008230388,0.0139008369,0.0060806093,0.0050364705,0.0024145003,0.0548393764,0.0240613427,0.1894570291,0.0070248377,0.0010713922,0.4804046154,0.0037800823,0.0777765065,0.0069710128,0.1140218973,0.0421708524,0.0318545178,0.0088563319,0.0267874841,0.0007575363,0.0071411999,0.0192584526,0.0110536329,0.012398053,0.0050453395,0.0106751183,0.1410474181,0.9959463477,0.0015047678,0.0002875467,7.01006683812E-06,2.01910825126E-05,0.0022341874,0.9630355835,0.0397385694,0.9821994305,0.0045781168,0.0520322733,0.1044140235,0.0940946713,0.0761572868,0.7253339887,0.3414283693,0.031139439,0.0021164112,0.0550861619,0.2611711919,0.9548672438,0.0451328196,0.0010398959,0.0010412219,0.0104900515,0.0048409877,0.0043338574,0.0130337086,0.0031731986,0.0001978734,0.0105871027,0.0127651887,0.9766477346,Clean clothes/Tops/graphictshirts1241.jpg
620,bottlenecks/Clean clothes/Tops/graphictshirts1168.jpg.txt,0.4894302785,0.1043502092,0.0236005504,0.0045278929,0.1298338622,0.0999221131,0.0369154476,0.0410297066,0.0172724109,0.0030870803,0.0156405121,0.0011886044,0.0077576488,0.0211019199,0.0013290731,0.0030126334,0.1183265522,0.0049951826,0.0897321627,0.0031085617,0.0525524728,0.0576599464,0.0110674044,0.0105506657,0.0666469112,0.0056538628,0.0038223644,0.0998260304,0.0011257327,0.0125226546,0.0246286876,0.2667074203,0.1710734367,0.9775486588,0.0026301644,0.0085722534,0.0001892111,0.0006734136,0.0103862304,0.3192563355,0.9050760865,0.9425806999,0.0054504066,0.0438115336,0.0681961775,0.0888228565,0.1505037844,0.6924772263,0.2557804585,0.0668997392,0.001142356,0.1025383398,0.2339116782,0.992231369,0.0077685807,0.0010749436,0.0085713845,0.0181499124,0.0053438721,0.0048586302,0.0078694476,0.0198332071,0.0008226802,0.0036660822,0.0023663505,0.9939675331,Clean clothes/Tops/graphictshirts1168.jpg
621,bottlenecks/Clean clothes/Tops/graphictshirts79.jpg.txt,0.0617267489,0.0022519655,0.0839107558,0.007740471,0.0174741242,0.1880387664,0.425860554,0.0862699971,0.0626739338,0.0079351785,0.0038463422,0.0085882246,0.0047118957,0.0256676413,0.0043126359,0.0089907823,0.0966386274,0.038963329,0.1359180957,0.0078645311,0.113235265,0.0485103428,0.0475295335,0.1623109728,0.0718590245,0.0047544111,0.0305725168,0.0425697826,0.0132417195,0.0302065406,0.0530749336,0.0355916619,0.0671586841,0.9956954718,0.0010361797,0.0004835235,0.000002187,0.0006683823,0.0021142683,0.3002258241,0.8906729221,0.9623866677,0.0037740062,0.0686829463,0.0710781813,0.0195198283,0.028202476,0.8811995387,0.3486147523,0.0485584177,0.0063059423,0.1819555014,0.4170688391,0.9476954937,0.0523045287,0.0037902491,0.0053978991,0.0276527051,0.0041325744,0.0025042123,0.0044577275,0.0243240949,0.0002161125,0.0145526817,0.0258720648,0.9595752954,Clean clothes/Tops/graphictshirts79.jpg
622,bottlenecks/Clean clothes/Tops/polos377.jpg.txt,0.3413160443,0.2088987678,0.144714281,0.0052934135,0.023739228,0.1428461969,0.038670253,0.0312317777,0.0087092202,0.0050540939,0.0033623725,0.010446989,0.0031137012,0.0050150114,0.0114919739,0.0160966404,0.362131238,0.0024416831,0.2407437265,0.0001797333,0.0495447665,0.0186472386,0.0266553089,0.0019741359,0.0279690176,0.0075819539,0.0071041621,0.0599484816,0.0014419305,0.0031886639,0.0047758985,0.0025641138,0.183107987,0.7756733894,0.0120075066,0.0073328107,0.0001877214,0.0054745786,0.1993239969,0.0036432943,0.019941723,0.7021381259,0.0146997869,0.0934714749,0.0374165364,0.0387649052,0.0070655067,0.9167531133,0.5151640177,0.0265071392,0.0003948757,0.1197988093,0.1709233075,0.9633522034,0.0366478264,0.0042012087,0.0017048531,0.6065525413,0.0569383278,0.0419401675,0.0171247274,0.0067266547,0.001176567,0.0063136988,0.0089763571,0.9847099185,Clean clothes/Tops/polos377.jpg
623,bottlenecks/Clean clothes/Tops/graphictshirts1011.jpg.txt,0.1089778468,0.0698200911,0.0324730091,0.0127322916,0.1109686047,0.1608654112,0.0373385809,0.010062471,0.0121622337,0.0038501855,0.306884259,0.0932885706,0.0127870264,0.0204582177,0.0036851333,0.0036460543,0.2972094119,0.0032361646,0.0600024313,0.0021851133,0.0587340109,0.0655988082,0.0209347885,0.0074603437,0.0050702016,0.0006342944,0.038533695,0.0571738593,0.001662727,0.0015403132,0.0125060044,0.0255755335,0.3419424295,0.808726728,0.0049488377,0.0937552154,0.0002871749,0.0006678043,0.0916142613,0.0185926352,0.0633814707,0.8328741789,0.0138832442,0.1453405917,0.0671475977,0.0673977882,0.0172167011,0.8482378721,0.4883809984,0.056566596,0.000313994,0.2410106212,0.0989965275,0.9803053141,0.0196946431,0.0031920872,0.0090530664,0.2442575097,0.0334597714,0.0442214049,0.3101354837,0.0139924642,0.00073411,0.0025695125,0.0034047195,0.9940257072,Clean clothes/Tops/graphictshirts1011.jpg
624,bottlenecks/Clean clothes/Tops/solidtshirts0.jpg.txt,0.5272113085,0.0065841917,0.1048082486,0.0246864259,0.0599683672,0.0757972822,0.0781520531,0.0100529827,0.0007359975,0.0012844423,0.0469660386,0.031099787,0.015470868,0.0051433095,0.0049878387,0.0070508509,0.0731746033,0.0002780678,0.0549711809,0.0011878849,0.015653912,0.0127668986,0.0033311557,0.0068555865,0.0078315809,0.001014907,0.1140112802,0.0174492169,0.019875966,0.0240939986,0.0033859578,0.0007353396,0.6433825493,0.9912475944,0.0011863254,5.41188310308E-05,0.000001786,0.0061012874,0.0014090114,0.1580157131,0.0683100373,0.9686610699,0.0075189918,0.0240266863,0.0812032744,0.1215210855,0.0616337173,0.7356418967,0.2570391893,0.0497107357,0.0004780645,0.1181374565,0.2257007211,0.9968646169,0.0031354141,0.0012428659,0.0008181406,0.0131639326,0.0053094272,0.004468719,0.0161505993,0.0050012711,0.0026842731,0.0005001678,0.0009395333,0.998560369,Clean clothes/Tops/solidtshirts0.jpg
625,bottlenecks/Clean clothes/Tops/plainshirts207.jpg.txt,0.009230881,0.0198791232,0.0551594123,0.020740645,0.5286753774,0.051703006,0.1461447328,0.0113240173,0.027745394,0.0839961618,0.0045602573,0.00926245,0.0048019658,0.0224370863,0.0026820926,0.0016574352,0.0018104218,0.0007002867,0.001353744,8.79522631294E-05,0.0001249005,0.0003000789,0.0003001349,0.0002364235,0.0002154735,5.74406149099E-05,7.47724652683E-06,0.000217569,5.04668714711E-05,5.55253136554E-05,4.97156397614E-05,9.43066479522E-05,0.9943380952,8.42917434056E-05,0.0002074656,0.5518528223,0.4370103776,4.35594956798E-05,0.01080155,0.020959612,0.0809715167,0.0075746966,0.2083822191,0.0652931407,0.0338834412,0.0495189987,0.1107566878,0.8058408499,0.298386097,0.0411398895,0.0005548019,0.2326539457,0.0974198058,0.968754828,0.0312451385,0.0055611343,0.0015347558,0.0165271945,0.011409333,0.0049069584,0.0486316308,0.0073155961,0.0003504642,0.1404243261,0.0072130212,0.8523626328,Clean clothes/Tops/plainshirts207.jpg
626,bottlenecks/Clean clothes/Tops/shortsleeveshirts280.jpg.txt,0.0135207018,0.0029628025,0.0017988412,0.0001033145,0.0162692796,0.7927525043,0.1177557409,0.0264557451,0.0088562248,0.000063026,0.0097345849,0.0002533602,0.0002240466,0.0066534756,0.000457191,0.002139149,0.009403659,0.0033315774,0.0063603348,7.60302937124E-05,0.0021341338,0.0073811575,0.0028643787,0.0031774738,0.000097309,0.0004298078,8.82626045495E-06,0.0014982236,0.0001796017,0.0008200559,0.0015283213,0.0005250239,0.9601840973,0.0001212774,1.16627661555E-05,0.9172323346,0.0821402669,1.50547630255E-05,0.0004794376,0.0187414326,0.0616722479,0.0071274736,0.4049907327,0.0503970683,0.0027382439,0.0296504386,0.0945987403,0.8730125427,0.2450595796,0.2573700845,0.0010207099,0.5749180913,0.0221169908,0.8573554754,0.1426444501,0.0029108759,0.0015174081,0.0130483713,0.0113039287,0.0053440267,0.0179118328,0.0144272866,0.0015727977,0.0969818756,0.0003475833,0.9026705623,Clean clothes/Tops/shortsleeveshirts280.jpg
627,bottlenecks/Clean clothes/Tops/graphictshirts1500.jpg.txt,0.7266371846,0.0557818078,0.0296888798,0.003820905,0.0117524471,0.0296084378,0.0163266025,0.0455691852,0.0542518869,0.0011280288,0.000734058,0.0013526087,0.0022605404,0.0189153086,0.0015225972,0.0006494791,0.0455249585,0.010186648,0.7279840708,0.0045887069,0.0730052739,0.0074992538,0.0053759068,0.0308697782,0.0059458218,0.0017905348,0.0007489815,0.0201989189,0.0010867208,0.0091290064,0.0060802661,0.014766518,0.0352185704,0.9594407082,0.0122646643,0.0001331282,9.33825674565E-07,0.002826479,0.0253340248,0.0796759129,0.9045742154,0.9681774378,0.0014309529,0.1028258651,0.1182068437,0.2738414705,0.0989393368,0.5090123415,0.1608602554,0.0343779959,0.0012122442,0.1710267514,0.4102581739,0.969769299,0.0302307568,0.0014434583,0.0037462446,0.0166588612,0.0020643342,0.0022096552,0.0018748919,0.0032955862,0.0001693773,0.0044676047,0.0156677067,0.9798647165,Clean clothes/Tops/graphictshirts1500.jpg
