bottleneck_dir,vector,dir
bottlenecks/Clean clothes/Shoes/shoes169.jpg.txt,"0.0019298248, 0.000259814, 0.8317034245, 0.0019570058, 0.0734174997, 0.0066727288, 0.0762997046, 0.0009939946, 0.0010161914, 0.001240861, 0.0018503161, 0.0007131484, 0.0007465654, 0.0010998882, 1.05408871605E-05, 8.85898480192E-05, 0.0894293934, 0.0004569655, 0.18771106, 0.0751057267, 0.0254888535, 0.0058001601, 0.0231787637, 1.88974736375E-05, 0.0015252281, 0.0002266166, 0.0001885403, 0.0003353458, 0.0019539727, 1.90627577012E-06, 3.54777625944E-07, 0.0029638149, 0.5856144428, 0.8320953846, 0.0005683219, 0.0728159547, 0.0281162206, 0.0084935911, 0.0287230331, 0.029187588, 0.0153186405, 0.00096229, 0.0629470795, 0.0126937879, 0.4777337015, 0.055293873, 0.1554995179, 0.0247761644",Clean clothes/Shoes/shoes169.jpg
bottlenecks/Clean clothes/Shoes/shoes336.jpg.txt,"0.4327003658, 0.0545526482, 0.1758822203, 0.0867530033, 0.0809985399, 0.026900446, 0.053777542, 0.001733265, 0.0106333457, 0.0128037119, 0.0302874595, 0.0076886178, 0.0102456193, 0.0032004882, 0.0112643279, 0.0005783716, 0.1425256133, 0.0906107724, 0.0265412554, 0.0441478938, 0.0078884121, 0.0028296525, 0.0734711066, 0.0004729212, 0.0082593402, 0.0008299463, 0.0010957936, 0.0020671464, 0.0005966832, 8.74044053489E-05, 0.0011824237, 0.0141878193, 0.5832058787, 0.0908980817, 0.011759975, 0.3750727177, 0.0208571739, 0.1760875732, 0.0094354963, 0.3158890605, 0.0244917627, 0.0103801219, 0.1573370993, 0.0505873263, 0.4280528426, 0.0769742057, 0.3259913325, 0.0538056269",Clean clothes/Shoes/shoes336.jpg
bottlenecks/Clean clothes/Shoes/shoes1484.jpg.txt,"0.010063339, 0.0064735622, 0.1855009049, 0.0060735969, 0.098605521, 0.3984687626, 0.156504631, 0.0315377004, 0.0533333682, 0.0130751403, 0.0067669917, 0.0117923422, 0.0070408839, 0.0122172078, 0.0012780852, 0.0012680893, 0.3900310993, 0.0668041781, 0.0221649203, 0.0187277496, 0.0236003604, 0.0428056195, 0.0293734502, 0.0004914369, 0.0016616879, 0.0002377091, 0.002493667, 0.0252717063, 0.0021991145, 0.0042829406, 0.0019887153, 0.0061893859, 0.3616761863, 0.0003054838, 0.0004867461, 0.6363863945, 0.3564883471, 0.0013972848, 0.0005850119, 0.0043506725, 0.0458141454, 0.0572314188, 0.9334056377, 0.0779228061, 0.0213408154, 0.1097268462, 0.4943468869, 0.0014615546",Clean clothes/Shoes/shoes1484.jpg
bottlenecks/Clean clothes/Shoes/shoes416.jpg.txt,"0.0113763623, 0.0172513593, 0.2958218753, 0.0818540826, 0.1610697657, 0.0956075191, 0.262563765, 0.001723387, 0.0059636082, 0.0047286758, 0.0084310435, 0.0057062665, 0.0460909903, 0.0004190539, 0.0003041489, 0.0010879938, 0.2376149595, 0.0158838667, 0.0332477093, 0.1830725968, 0.0049348604, 0.0068664588, 0.0214349423, 0.0001543659, 0.0004364782, 3.82981015719E-05, 0.0001702377, 0.0011684061, 0.0010363417, 1.26622489915E-05, 0.0033099363, 0.0015086478, 0.4891092479, 0.0151629923, 0.0016147773, 0.6282519102, 0.0122979311, 0.0012058973, 0.2777463198, 0.0637201443, 0.0110091055, 0.0245946627, 0.1640056074, 0.0121454084, 0.8290065527, 0.1739780456, 0.0823460594, 0.0003701497",Clean clothes/Shoes/shoes416.jpg
bottlenecks/Clean clothes/Shoes/shoes1520.jpg.txt,"0.0732102692, 0.019726716, 0.3362714052, 0.023442816, 0.2501818538, 0.0103143174, 0.1131882519, 0.0252300017, 0.0106798159, 0.1081888527, 0.009809087, 0.0095159477, 0.0051586055, 0.0032487742, 0.0015038593, 0.000329549, 0.2614145279, 0.0035054558, 0.1430848241, 0.0373843871, 0.03946051, 0.0022286293, 0.0090699792, 1.86969464266E-05, 0.0097885625, 0.0001143044, 0.0002938705, 0.0009967722, 0.000476054, 1.26061731862E-05, 1.05086201074E-05, 0.0013129071, 0.4908273816, 0.0059765582, 0.0057946783, 0.5661530495, 0.3386889696, 0.016342666, 0.0124954544, 0.0545486212, 0.0342439078, 0.0059204437, 0.5042674541, 0.0658916011, 0.0661003739, 0.2173928916, 0.1084250584, 0.0102342367",Clean clothes/Shoes/shoes1520.jpg
bottlenecks/Clean clothes/Shoes/shoes421.jpg.txt,"0.007049778, 0.0159892831, 0.4760522842, 0.0041913539, 0.3493990004, 0.0105483085, 0.0691178888, 0.0048801354, 0.0087210098, 0.0426880494, 0.0065254252, 0.0018540366, 0.0011114459, 0.0007642204, 0.0003743634, 0.0007332283, 0.5480179787, 0.0170321036, 0.0900925547, 0.0613228232, 0.1056891978, 0.0235606991, 0.0445067249, 0.001751452, 0.0045345756, 0.0033111023, 0.0038744058, 0.013041391, 0.0069585019, 0.0018880456, 0.0006908862, 0.0102609862, 0.0634665191, 0.0056010708, 0.0020157075, 0.7133979797, 0.2634362578, 0.0048403265, 0.003664834, 0.0070437789, 0.0347897597, 0.0346877724, 0.693189621, 0.0270456839, 0.182108745, 0.0717488602, 0.136763826, 0.0042865449",Clean clothes/Shoes/shoes421.jpg
bottlenecks/Clean clothes/Shoes/shoes759.jpg.txt,"0.0003575673, 0.0004658454, 0.9242221713, 0.0327655338, 0.0227858685, 0.0026908403, 0.0041210786, 0.0002786507, 0.0004080765, 0.0021290015, 0.0015824821, 0.0045891232, 0.0027569975, 0.0006511493, 0.000016768, 0.0001787925, 0.008355557, 0.0005634432, 0.0226739161, 0.0042319372, 0.0016483268, 0.0015561103, 0.0013993144, 1.83215968264E-06, 3.84387822123E-05, 3.92658921555E-06, 9.93127287074E-06, 0.0003889365, 0.0008931606, 0.0001636489, 0.000089551, 0.0001692249, 0.9578127265, 0.0006262372, 0.3954650462, 0.0284188446, 0.0031841339, 9.4941133284E-05, 0.5252681971, 0.0469425768, 0.0253919251, 0.007832462, 0.0309974719, 0.8572404385, 0.950604856, 0.0088267019, 0.1048092917, 0.0002431972",Clean clothes/Shoes/shoes759.jpg
bottlenecks/Clean clothes/Shoes/shoes2136.jpg.txt,"0.0011631824, 0.0022172357, 0.9215964675, 0.0187714659, 0.020592209, 0.0010312982, 0.0050709755, 0.0001901351, 0.0007145696, 0.0018746612, 0.0007867282, 0.0076829004, 0.0175601337, 0.0003897054, 3.12593001581E-05, 0.0003270095, 0.0449958816, 0.0033078222, 0.1895127892, 0.1072938517, 0.0108783431, 0.0107457563, 0.0187238194, 0.0002428709, 0.0011670587, 0.0005099136, 0.0001488231, 0.003593243, 0.0227252785, 4.78657384519E-05, 0.0004892555, 0.0053682909, 0.5802491903, 0.0154626556, 0.0046512377, 0.0159787834, 0.0032240648, 0.0009121335, 0.9474012256, 0.0123698805, 0.0158286691, 0.0034989351, 0.029125981, 0.1098950803, 0.9266725779, 0.0233301017, 0.0737512559, 0.0019343318",Clean clothes/Shoes/shoes2136.jpg
bottlenecks/Clean clothes/Shoes/shoes1839.jpg.txt,"0.0195045564, 0.0027886899, 0.7888428569, 0.0020755697, 0.0836132616, 0.0434588045, 0.043311324, 0.0027493422, 0.0021401099, 0.0042595118, 0.0023503366, 0.0030731664, 0.0013910969, 0.000362543, 9.80829918262E-06, 6.90033266437E-05, 0.5858564973, 0.0024184482, 0.0271066278, 0.0164473336, 0.0099965231, 0.0023311973, 0.0133518586, 2.49017466558E-05, 0.0023372914, 0.0018405938, 0.0002779476, 0.0043912469, 0.0006930117, 1.61344396474E-05, 0.000072384, 0.0007465161, 0.3320913315, 0.0052803881, 0.0003634549, 0.8157494664, 0.11341317, 0.0050974297, 0.0291238911, 0.0309722126, 0.1054666787, 0.0096182693, 0.5264081955, 0.0036599347, 0.2384656966, 0.2929686904, 0.0591457002, 0.0040823431",Clean clothes/Shoes/shoes1839.jpg
bottlenecks/Clean clothes/Shoes/shoes1321.jpg.txt,"0.0048378571, 0.0066942857, 0.2637081444, 0.021992119, 0.1194108948, 0.0842264518, 0.4286476076, 0.0040559201, 0.0077679292, 0.030771317, 0.0035905025, 0.0066336533, 0.015202499, 0.000178345, 0.0018272052, 0.0004552259, 0.6892379522, 0.0532931797, 0.0037738606, 0.0426528007, 0.010253218, 0.0049173879, 0.0186554156, 0.0008512952, 0.0003637677, 3.2941254176E-05, 0.0001527963, 0.0008985786, 0.0055822465, 0.0001983216, 0.0072112819, 0.0020933307, 0.1598317027, 0.0084061231, 0.0054214573, 0.9067369699, 0.0160086416, 0.0010637534, 0.0128338551, 0.0495291203, 0.0291055217, 0.082762979, 0.4146839678, 0.1851851195, 0.1347429901, 0.2375704348, 0.6814627647, 0.0010548432",Clean clothes/Shoes/shoes1321.jpg
bottlenecks/Clean clothes/Shoes/shoes1761.jpg.txt,"0.000814709, 0.0326437578, 0.0073375199, 0.0083297761, 0.0099132061, 0.0018833474, 0.0043694964, 0.0009713326, 0.0042075533, 0.8857315779, 0.0033071055, 0.00162198, 0.0049209702, 0.0003125938, 0.0331750922, 0.0004598955, 0.2659896314, 0.1090199649, 0.1865368336, 0.1992038637, 0.1143007204, 0.0052807471, 0.001660323, 0.0044066324, 0.0082983784, 0.0006379636, 0.00051637, 0.0079302741, 0.005587467, 0.0010235331, 0.0008604164, 0.0030607553, 0.0856859982, 0.000119757, 0.0795203969, 0.8723627329, 0.0392688587, 0.0002475425, 0.0001650255, 0.0083156452, 0.0675180778, 0.359297365, 0.7121240497, 0.8944073319, 0.0263724681, 0.0441520996, 0.7561805248, 0.0025131484",Clean clothes/Shoes/shoes1761.jpg
bottlenecks/Clean clothes/Shoes/shoes661.jpg.txt,"0.0006041603, 0.0009010848, 0.7843366861, 0.0182195324, 0.1193550751, 0.0057719522, 0.0322058909, 0.0006171238, 0.0014962004, 0.0123026641, 0.0021870534, 0.0059050303, 0.012894365, 0.0023858433, 0.0003468898, 0.0004704339, 0.0270256344, 0.0037849583, 0.0593148693, 0.0739808828, 0.0121010123, 0.0015307986, 0.005323689, 6.84319093125E-05, 0.0005750672, 4.20593605668E-05, 0.0001358252, 0.0035873409, 0.0052108485, 0.0045411014, 0.0011562277, 0.0033301087, 0.7982911468, 0.0015494393, 0.9094367027, 0.011870563, 0.0010330422, 0.0005016122, 0.0134421783, 0.0621663481, 0.0427068211, 0.0182731301, 0.0614777245, 0.9186037779, 0.1165921539, 0.0335764699, 0.7332887053, 0.0009151951",Clean clothes/Shoes/shoes661.jpg
bottlenecks/Clean clothes/Shoes/shoes536.jpg.txt,"0.0087720044, 0.0060047731, 0.7665404081, 0.0683925822, 0.0356898308, 0.0006512635, 0.0401223041, 0.0015248989, 0.0021854942, 0.0375466645, 0.0120851398, 0.0038600189, 0.013589099, 0.0014995033, 0.0012174192, 0.0003185712, 0.023423085, 0.0046380386, 0.0238195173, 0.1445794255, 0.0024197793, 0.0004980263, 0.0008662762, 2.84139196083E-06, 0.0037977726, 3.77288688469E-06, 8.07499309303E-05, 0.0006887431, 0.0007582214, 0.000069383, 0.000026042, 0.0002663814, 0.7940619588, 0.0004541653, 0.868575573, 0.0082585756, 0.0027138402, 0.0009338948, 0.0198378284, 0.0992262289, 0.0310168508, 0.0060707917, 0.0644196719, 0.9619155526, 0.2378699034, 0.0530277044, 0.5351941586, 0.0014659021",Clean clothes/Shoes/shoes536.jpg
bottlenecks/Clean clothes/Shoes/shoes1076.jpg.txt,"0.0011950851, 0.0496279299, 0.0096450225, 0.8074950576, 0.0125498343, 0.0133350333, 0.0201557968, 0.0006098548, 0.0031918213, 0.0103374235, 0.0036682831, 0.0450127237, 0.0206441972, 0.0002679955, 0.0019781045, 0.0002858633, 0.2336152494, 0.0531639978, 0.0836899802, 0.2206897438, 0.0225266423, 0.001767084, 0.0105557116, 0.000123607, 0.000380203, 0.0009050688, 0.00045301, 0.0123840915, 0.0008398997, 0.0001270918, 0.0038175257, 0.0089574261, 0.3460036814, 0.063870132, 0.0114015192, 0.6195557117, 0.0104651228, 0.0304431785, 0.0843199193, 0.1799444258, 0.0178788975, 0.0859235078, 0.1805579066, 0.1101960689, 0.1122338474, 0.1310065687, 0.687507689, 0.0047794641",Clean clothes/Shoes/shoes1076.jpg
bottlenecks/Clean clothes/Shoes/shoes259.jpg.txt,"0.0241270084, 0.0009913688, 0.88482517, 0.002270702, 0.0813952982, 0.0001005219, 0.0040858979, 0.000388546, 0.0003947486, 0.000561171, 0.0004379974, 0.0001229101, 0.0001720993, 7.22367403796E-05, 8.05480613053E-06, 4.63581345684E-05, 0.0723335221, 0.0002921845, 0.3197992742, 0.0817266479, 0.0031757134, 0.0053281803, 0.0174126141, 1.08544609247E-05, 0.0088862097, 0.000132591, 0.0007209891, 0.0012123842, 0.0004254042, 4.38851475337E-06, 1.05404488693E-07, 0.0023919547, 0.4861469865, 0.0019935439, 0.0555049032, 0.0921180323, 0.0654935166, 0.0027436533, 0.7718601823, 0.0102862427, 0.0245263167, 0.0007042325, 0.0577607602, 0.1994975954, 0.8092042804, 0.0386299826, 0.0222166795, 0.0008912906",Clean clothes/Shoes/shoes259.jpg
bottlenecks/Clean clothes/Shoes/shoes1751.jpg.txt,"0.1580244154, 0.1951593608, 0.0160450507, 0.0115912165, 0.1181075945, 0.3460547626, 0.0137974638, 0.0026584328, 0.0245411154, 0.0510533005, 0.0125351679, 0.0213140212, 0.0062467395, 0.0015148572, 0.0047548939, 0.0166016798, 0.5121603608, 0.0339423753, 0.0354784429, 0.0869515315, 0.0204589814, 0.0734049752, 0.0181838702, 0.0224183816, 0.0086046699, 3.90884488297E-05, 0.0002082254, 0.0200980045, 0.0032134738, 0.000270526, 0.000342968, 0.0016523855, 0.162571758, 2.18124496314E-05, 0.0046052304, 0.6676036716, 0.3262110353, 0.0003515584, 0.0008234418, 0.0003831753, 0.0170430895, 0.1187646836, 0.9391079545, 0.1105795875, 0.1086381674, 0.067933701, 0.5177542567, 9.12966788746E-05",Clean clothes/Shoes/shoes1751.jpg
bottlenecks/Clean clothes/Shoes/shoes1202.jpg.txt,"0.0014616457, 0.0017293858, 0.1910165697, 0.0107740359, 0.5926885009, 0.0464547165, 0.0466890782, 0.0022514567, 0.0106206406, 0.0874124691, 0.0010714115, 0.0006858623, 0.0036455293, 0.0006623754, 0.0023119152, 0.000524375, 0.4478076398, 0.0009922789, 0.0029971532, 0.0158773717, 0.0092972824, 0.0029571049, 0.007802634, 0.0015543962, 0.0020702367, 0.00013527, 0.0003840204, 0.0001307811, 0.0010864368, 5.13470768055E-05, 0.0004633848, 0.003328938, 0.5030637383, 0.003964541, 0.000860041, 0.7822011709, 0.2026004046, 0.001268405, 0.0013525996, 0.0077527431, 0.0072760154, 0.1007825881, 0.5886967778, 0.137988925, 0.0865560472, 0.1770634651, 0.4609096944, 0.0007416076",Clean clothes/Shoes/shoes1202.jpg
bottlenecks/Clean clothes/Shoes/shoes1405.jpg.txt,"0.0081454776, 0.065538317, 0.0229778867, 0.5997742414, 0.0148116322, 0.0338495895, 0.0361319333, 0.0039585326, 0.0168243721, 0.0391712114, 0.0123225274, 0.0411973633, 0.0369130932, 0.0042887726, 0.06004823, 0.0040468196, 0.2670194507, 0.2199790329, 0.1250203997, 0.0973352641, 0.0326520987, 0.0073182429, 0.0182934515, 0.005799952, 0.0048000151, 0.0053442684, 0.0011020573, 0.0020922527, 0.0084113115, 0.000994607, 0.0320066214, 0.0116075557, 0.1602234989, 0.0566760451, 0.0455581434, 0.5284708738, 0.079217352, 0.011643813, 0.090425469, 0.188008368, 0.0239670053, 0.0704222918, 0.3201267421, 0.0819263831, 0.3039903343, 0.1417374611, 0.3787047565, 0.0050636726",Clean clothes/Shoes/shoes1405.jpg
bottlenecks/Clean clothes/Shoes/shoes821.jpg.txt,"0.0015244577, 0.0042540822, 0.7694840431, 0.1143338457, 0.0618593432, 0.0022663383, 0.0111015122, 0.0001857757, 0.0008517065, 0.0028308274, 0.0066363467, 0.0041141734, 0.0162798893, 0.0018614518, 0.0015870085, 0.0008291807, 0.0093671363, 0.0063893157, 0.1375705153, 0.0417170748, 0.0027714232, 0.0071684015, 0.0134348972, 0.000045287, 0.0003318899, 1.21572566059E-05, 4.22078664997E-05, 0.0002855924, 0.0011722943, 0.0006377043, 0.0022722569, 0.0015346227, 0.7752472758, 0.0006334395, 0.9467304349, 0.0034343477, 0.0002545514, 8.11564896139E-05, 0.0251948144, 0.0236713067, 0.0209738985, 0.0112155518, 0.0171080269, 0.9624357224, 0.9363832474, 0.0166066214, 0.1645533293, 0.0002800286",Clean clothes/Shoes/shoes821.jpg
bottlenecks/Clean clothes/Shoes/shoes1995.jpg.txt,"0.0016443384, 0.0046051876, 0.3921903968, 0.494101733, 0.0269390848, 0.0070703635, 0.0448911525, 0.0034299109, 0.0010804597, 0.0005979335, 0.0004141822, 0.0046591205, 0.0170780141, 0.0010445623, 3.94949347537E-05, 0.0002141267, 0.0193695109, 0.0018442987, 0.1822655648, 0.1240255833, 0.0027422127, 0.0011627687, 0.0041805697, 2.56543862633E-05, 7.42825723137E-05, 0.000063789, 0.0001598788, 6.07596994087E-05, 0.0059331749, 5.85193811276E-06, 4.40861585957E-05, 0.0007489079, 0.6572930813, 0.2848525941, 0.0008088366, 0.0168470182, 0.0021540013, 0.000191489, 0.6429268122, 0.0522193052, 0.0066751218, 0.0066204118, 0.0339604728, 0.0095513845, 0.5621615052, 0.0590012558, 0.5843977928, 0.0010360023",Clean clothes/Shoes/shoes1995.jpg
bottlenecks/Clean clothes/Shoes/shoes2101.jpg.txt,"0.0012437138, 0.0063030394, 0.0353906341, 0.8951995373, 0.0016864447, 0.0006682682, 0.0024353892, 0.0003136115, 0.0005865492, 0.0007393355, 0.0005004959, 0.0085018678, 0.0451606214, 0.0002474843, 0.0007238583, 0.000299162, 0.0184099767, 0.0117214024, 0.5235281587, 0.054798618, 0.0063441521, 0.0029647318, 0.008584898, 0.0011555312, 0.0002211516, 0.0002422671, 9.80054028332E-05, 0.0002145378, 0.0050823931, 0.0001339971, 0.0028504692, 0.0048728222, 0.3587768674, 0.0561527573, 0.0050207777, 0.0073456028, 0.0015483996, 0.0011364397, 0.9129762053, 0.0158197153, 0.0222759321, 0.0187428966, 0.0376277715, 0.040055491, 0.9585366845, 0.0281217583, 0.1522082686, 0.0033776797",Clean clothes/Shoes/shoes2101.jpg
bottlenecks/Clean clothes/Shoes/shoes374.jpg.txt,"0.0025750818, 0.0079762656, 0.7795822024, 0.0507028513, 0.0787191242, 0.0211482178, 0.0387886129, 0.0022044533, 0.0019531532, 0.0011846484, 0.0009799785, 0.0039216978, 0.0088493628, 0.0012319168, 7.55313740228E-05, 0.0001067595, 0.0289945621, 0.0040431865, 0.0876401439, 0.0538947023, 0.0037241667, 0.0031180503, 0.0061311806, 5.58536557946E-05, 0.0001123067, 0.0001530823, 0.0004284199, 0.0002741969, 0.0013408137, 3.80326200684E-05, 0.0005725864, 0.0008774925, 0.808601141, 0.0644565374, 0.0036365425, 0.1683744341, 0.0095149921, 0.001143818, 0.6519498825, 0.1009238437, 0.019770341, 0.0097985407, 0.0761492476, 0.0245803501, 0.8405005932, 0.0648783967, 0.1394482106, 0.0006776539",Clean clothes/Shoes/shoes374.jpg
bottlenecks/Clean clothes/Shoes/shoes1133.jpg.txt,"0.0009468906, 0.0003767214, 0.9105194211, 0.0003858642, 0.0145296045, 0.0023561418, 0.0626364574, 0.0032531552, 0.0016383792, 0.0008939393, 0.0002055379, 0.0006857035, 0.0013000855, 0.0001074737, 1.78839345608E-05, 0.0001466555, 0.2825247347, 0.0059782183, 0.0140141156, 0.0395063199, 0.0066404156, 0.0041555832, 0.0082972394, 4.34098728874E-05, 0.0018455391, 0.000028975, 0.0008344653, 0.0010618637, 0.0050137704, 5.24096612935E-05, 7.15712521924E-05, 0.0012660414, 0.6286653876, 0.0061824243, 0.0082040075, 0.8960980773, 0.0733415857, 0.0002716552, 0.0104953069, 0.0054069674, 0.0468735285, 0.0075832638, 0.5407319069, 0.3380183876, 0.0642423034, 0.2633551955, 0.1954043955, 0.0004573716",Clean clothes/Shoes/shoes1133.jpg
bottlenecks/Clean clothes/Shoes/shoes1369.jpg.txt,"0.0014573054, 0.0012434237, 0.5929865241, 0.0015574073, 0.2608336806, 0.0003034228, 0.1247470826, 0.0007039562, 0.0007904047, 0.0023622378, 0.0003212706, 0.0080203796, 0.003988503, 0.0003352648, 4.84474621771E-05, 0.000300684, 0.7777004838, 0.0258069076, 0.0281789228, 0.0665727258, 0.0062776036, 0.0018970103, 0.0053716088, 8.98977305042E-05, 0.0010915489, 9.82773053693E-06, 8.88120994205E-05, 0.0012900489, 0.0033909436, 5.44764116057E-05, 0.0009670887, 0.0009963901, 0.0802156255, 0.0073087895, 0.2464980781, 0.6059488654, 0.0717057958, 0.0009691913, 0.0070938529, 0.0604753718, 0.0359063409, 0.0133760562, 0.2692982256, 0.831258297, 0.0403698608, 0.0533993542, 0.199703604, 0.0014274713",Clean clothes/Shoes/shoes1369.jpg
bottlenecks/Clean clothes/Shoes/shoes1533.jpg.txt,"0.000528504, 0.0017933537, 0.7563468218, 0.0028951059, 0.1555300653, 0.0147467218, 0.0186371319, 0.0039386167, 0.0040793596, 0.0245706625, 0.0037152525, 0.0033339998, 0.0049213609, 0.0011709887, 0.002293719, 0.0014981651, 0.3019601107, 0.0232898444, 0.0570315681, 0.0222651958, 0.0521960855, 0.0040424368, 0.0103000924, 0.0010641676, 0.0039564236, 0.0011907303, 0.0017042545, 0.0028557759, 0.0082152924, 0.4148034751, 0.0020941638, 0.0050715245, 0.08795885, 0.0032056125, 0.0217734203, 0.4920016825, 0.4634741545, 0.00120344, 0.0072138156, 0.0111279264, 0.0277768094, 0.0431293622, 0.6974842548, 0.1844541878, 0.1813124269, 0.0364458673, 0.2317926139, 0.0010493346",Clean clothes/Shoes/shoes1533.jpg
bottlenecks/Clean clothes/Shoes/shoes1219.jpg.txt,"0.0608867854, 0.00302047, 0.4539281726, 0.0136287194, 0.3469596207, 0.0011708037, 0.0353949182, 0.0046768617, 0.0020907025, 0.0415244363, 0.0010114519, 0.0042116554, 0.0208268389, 0.0003502866, 0.000121842, 0.0101964958, 0.2336518466, 0.0045852442, 0.5205563307, 0.1167033464, 0.0265018996, 0.0063894764, 0.0302123223, 0.0008803694, 0.0142126093, 0.0009497445, 0.0003034654, 0.0017174147, 0.0091426279, 6.02131467531E-06, 9.05744818738E-05, 0.0024001726, 0.0316965394, 0.0582698397, 0.0107147275, 0.740413785, 0.1268220991, 0.0017386157, 0.0553488359, 0.0066921306, 0.0423100032, 0.0092483666, 0.2500168681, 0.0726530403, 0.5905867815, 0.0314762071, 0.0527952984, 0.0026709666",Clean clothes/Shoes/shoes1219.jpg
bottlenecks/Clean clothes/Shoes/shoes1712.jpg.txt,"0.0436052717, 0.125772655, 0.0090693543, 0.0160288289, 0.1351143271, 0.3930710256, 0.0417574085, 0.004985691, 0.0386675894, 0.0962416902, 0.0089189475, 0.0110357348, 0.0078792088, 0.0009971933, 0.0060945493, 0.0607605726, 0.2346205413, 0.0374580845, 0.1210396886, 0.1644898802, 0.0721842274, 0.077431716, 0.1387025714, 0.0060580014, 0.0087170089, 0.0003522392, 0.0007932785, 0.0153423892, 0.000736954, 2.77352864941E-05, 0.0065907151, 0.0086444514, 0.1068105102, 3.68596847693E-05, 0.0019153288, 0.9566959739, 0.034018334, 0.0031397357, 0.0015766473, 0.0026171852, 0.0230737757, 0.4957434535, 0.6159375906, 0.0460288152, 0.3976533115, 0.1023378298, 0.4991512299, 0.0005192959",Clean clothes/Shoes/shoes1712.jpg
bottlenecks/Clean clothes/Shoes/shoes504.jpg.txt,"0.0012241756, 0.0251116399, 0.2191824466, 0.5795816183, 0.0215632599, 0.0027497809, 0.0148994513, 0.000885498, 0.0026995465, 0.0669190362, 0.0097277388, 0.0097010098, 0.0163170528, 0.0093211532, 0.0185516831, 0.0015649702, 0.0230352692, 0.0565283783, 0.2051219493, 0.1185773984, 0.022768639, 0.0052852002, 0.0086946338, 9.24281121115E-05, 0.0009362739, 0.0002239891, 0.0002946087, 0.0004131274, 0.0015074309, 0.0069723665, 0.0063663009, 0.0032045096, 0.5399774909, 0.0004488543, 0.9282664061, 0.0063421335, 0.0007047403, 0.0001874336, 0.0198550317, 0.0441953577, 0.0114322016, 0.0289160945, 0.0434058569, 0.9145620465, 0.5642105341, 0.0111911679, 0.4494557381, 0.0003870962",Clean clothes/Shoes/shoes504.jpg
bottlenecks/Clean clothes/Shoes/shoes907.jpg.txt,"0.028275203, 0.0221633688, 0.4379656315, 0.0828591883, 0.1306526065, 0.0194091666, 0.188858524, 0.0011786435, 0.0063157929, 0.015212141, 0.0413497835, 0.015866017, 0.0050209509, 0.0018963342, 0.000754557, 0.0022221764, 0.1564600617, 0.0076748757, 0.0769803599, 0.0423852168, 0.0544196218, 0.0095453318, 0.0409507453, 0.0005149782, 0.0091735739, 0.001838022, 0.0003153876, 0.1180946305, 0.0012141692, 0.000038435, 0.0001433254, 0.0315406658, 0.4487106502, 0.0134263029, 0.0022811797, 0.0548014604, 0.0063061756, 0.8506557345, 0.0231518429, 0.0493773147, 0.0169878509, 0.0117271468, 0.0955535695, 0.0490041599, 0.3296004236, 0.0484866053, 0.1533240378, 0.4724266529",Clean clothes/Shoes/shoes907.jpg
bottlenecks/Clean clothes/Shoes/shoes758.jpg.txt,"0.014598201, 0.0078047682, 0.2020282596, 0.0419403911, 0.4029642642, 0.0173254758, 0.2645049095, 0.002095799, 0.0029804895, 0.0364401974, 0.0029052035, 0.0019027414, 0.0020687506, 0.00006151, 0.0002879231, 9.10446469788E-05, 0.1277948022, 0.0347932465, 0.024458874, 0.1582195312, 0.0017285286, 0.0009039161, 0.0013914201, 5.33382490175E-06, 0.001336753, 0.0003761391, 0.0005106106, 0.0004150418, 0.0014513304, 0.00000566, 1.74284070908E-06, 0.0035245223, 0.6430825591, 0.0274393279, 0.0265585929, 0.3509508371, 0.0138140433, 0.147056371, 0.011738996, 0.4224418104, 0.0217565876, 0.0050426265, 0.0471866205, 0.1874859184, 0.112020053, 0.0618974008, 0.6083632708, 0.0019428883",Clean clothes/Shoes/shoes758.jpg
bottlenecks/Clean clothes/Shoes/shoes1921.jpg.txt,"0.0006044417, 0.034091074, 0.0084538991, 0.8974926472, 0.0059083593, 0.0014743546, 0.0155225657, 6.73064569128E-05, 0.0002953356, 0.0028057049, 0.0004407876, 0.0055400031, 0.0180765614, 9.0184425062E-05, 0.008918575, 0.0002181565, 0.0718485638, 0.1558991373, 0.0636943057, 0.2155061513, 0.0028281624, 0.0029516169, 0.0049110162, 0.0013206957, 0.0003455792, 0.0003699995, 0.0001035893, 9.51506444835E-05, 0.0125896484, 0.0001048735, 0.0046268781, 0.0094627012, 0.4533420205, 0.3235616386, 0.0329815373, 0.0194248613, 0.0065551102, 0.0086380374, 0.1952677369, 0.4135710001, 0.0046196016, 0.0319518819, 0.0473680533, 0.1165635288, 0.3781434298, 0.0370301902, 0.6702100039, 0.001376813",Clean clothes/Shoes/shoes1921.jpg
