,bottleneck_dir,shoes-primary-color-white,shoes-primary-color-beige,shoes-primary-color-black,shoes-primary-color-brown,shoes-primary-color-grey,shoes-primary-color-blue,shoes-primary-color-navy,shoes-primary-color-teal,shoes-primary-color-green,shoes-primary-color-olive,shoes-primary-color-pink,shoes-primary-color-red,shoes-primary-color-maroon,shoes-primary-color-purple,shoes-primary-color-orange,shoes-primary-color-yellow,shoes-secondary-color-white,shoes-secondary-color-beige,shoes-secondary-color-black,shoes-secondary-color-brown,shoes-secondary-color-grey,shoes-secondary-color-blue,shoes-secondary-color-navy,shoes-secondary-color-teal,shoes-secondary-color-green,shoes-secondary-color-olive,shoes-secondary-color-pink,shoes-secondary-color-red,shoes-secondary-color-maroon,shoes-secondary-color-purple,shoes-secondary-color-orange,shoes-secondary-color-yellow,shoes-secondary-color-none,shoes-type-boat/loafer,shoes-type-boots,shoes-type-sneakers,shoes-type-sport,shoes-type-sandals,shoes-type-dress-shoes,shoes-type-casual-shoes,shoes-others-toe-cap,shoes-others-gum-sole,shoes-others-with-logo,shoes-others-high-cut,shoes-materials-leather,shoes-materials-canvas,shoes-materials-suede,shoes-materials-rubber,dir
488,bottlenecks/Unlabelled Clothes/Shoes/shoes2804.jpg.txt,0.1790136844,0.2188527584,0.0503594354,0.0120954225,0.3006493151,0.023377547,0.0089507578,0.0049652811,0.0168646779,0.1130773798,0.0086394474,0.0095504997,0.0080515742,0.0042656492,0.0204924159,0.0207941905,0.3591730297,0.0165736601,0.017754361,0.1880928576,0.0192918647,0.0259968713,0.0439202525,0.0021966412,0.0098264618,0.0001230135,0.0007188322,0.0017016982,0.0010439295,0.0004598536,0.0001909749,0.005281785,0.3076539636,1.83697284228401E-05,0.0208308231,0.8121811152,0.1642088741,0.0008609896,6.19097481830977E-05,0.0018379114,0.0257664714,0.3356225193,0.7582032681,0.767598629,0.2858083844,0.0541798994,0.278098613,0.0011027808,Unlabelled Clothes/Shoes/shoes2804.jpg
489,bottlenecks/Unlabelled Clothes/Shoes/shoes2940.jpg.txt,0.0145221082,0.0031440991,0.0858925655,0.6732389927,0.0897724479,0.0221515372,0.0441026054,0.0004133858,0.0014466223,0.0117758214,0.0039667874,0.0162905473,0.0174687523,0.0046126167,0.0101037472,0.0010973912,0.6066743731,0.0011317864,0.0615996122,0.1339989752,0.0050943922,0.03372043,0.0577480868,0.0013470207,0.0076606683,0.0003952591,0.0001209433,0.0004846182,0.000340611,1.02195435829344E-05,5.1910950560341E-07,0.0013335359,0.0883389413,0.0045424895,0.0322126113,0.2110247612,0.7079452276,0.0230206512,0.0105868457,0.0106674526,0.0235381871,0.0277116932,0.1090544984,0.2811872363,0.0996927395,0.1137058213,0.078116551,0.0022524162,Unlabelled Clothes/Shoes/shoes2940.jpg
490,bottlenecks/Unlabelled Clothes/Shoes/shoes1365.jpg.txt,0.0063694683,0.0028289719,0.3423743844,0.0121269329,0.0485464521,0.020155089,0.1128998548,0.0021902546,0.0210398827,0.0345019139,0.0048336657,0.214152813,0.1592359096,0.0006140964,0.0043769409,0.013753348,0.8223657012,0.0002589625,0.0119030643,0.0157149229,0.0099077197,0.0064969161,0.0374334082,0.0006771631,0.0013330164,0.0001242755,0.0001464667,0.0022742108,0.0017850682,0.0002211153,0.000004563,0.0013983635,0.0879551023,0.0105057713,0.0107641676,0.2652375698,0.670135498,0.0039097564,0.0016914271,0.0377557985,0.0313584954,0.0300638583,0.4762130976,0.5714766383,0.0094492957,0.2334260792,0.5962483883,0.0052902289,Unlabelled Clothes/Shoes/shoes1365.jpg
491,bottlenecks/Unlabelled Clothes/Shoes/shoes3118.jpg.txt,0.0002676875,8.08028999017552E-05,0.1715018898,0.7031870484,0.0596507415,0.0003848241,0.0017188598,0.0012577726,0.0001717538,0.004545094,0.0003017723,0.0047798087,0.0515227467,0.0001813471,1.98595680558356E-05,0.0004280006,0.0438493006,6.99283991707489E-05,0.2087473571,0.2489230484,0.0828461573,0.0013973908,0.0126891397,1.66133140737656E-05,9.05987253645435E-05,6.70361187076196E-05,6.64824183331802E-05,0.000188957,0.0003615231,0.000005035,1.80663064952569E-07,0.0003764746,0.4003047943,0.3233733475,0.0509165376,0.0500633456,0.0015970723,0.0009465616,0.4475859404,0.1255172342,0.0555058978,0.0100263078,0.0292593986,0.2302202284,0.2111699879,0.0641312525,0.3572718203,0.0012123834,Unlabelled Clothes/Shoes/shoes3118.jpg
492,bottlenecks/Unlabelled Clothes/Shoes/shoes2013.jpg.txt,0.0009180179,0.000006144,0.1540834457,3.30275761371013E-05,0.8348470926,0.000006743,0.0098854983,4.20638389186934E-06,4.33135210187174E-05,5.35169237991795E-06,2.05397009267472E-05,4.5396252971841E-05,3.62472419510595E-05,0.000008537,4.90869389579984E-08,5.64310648769606E-05,0.9089576006,4.44033680935263E-08,0.0133587336,0.0010249683,0.0008681911,0.0080452105,0.0404540449,1.96387518371921E-05,0.0010339184,0.000002486,1.3699641385756E-05,5.21225956617855E-06,0.000013893,0.000000001,3.59542755810904E-12,9.5245755801443E-05,0.0261071194,0.0594723597,0.0104773697,0.4097333252,0.4735556841,0.0345983207,0.0049135978,0.0072494303,0.0181314647,0.000024731,0.0373563319,0.0589168817,0.0067380066,0.3181926012,0.0039954633,0.065955855,Unlabelled Clothes/Shoes/shoes2013.jpg
493,bottlenecks/Unlabelled Clothes/Shoes/shoes1941.jpg.txt,0.0249872096,0.1323483586,0.0519053303,0.0251041632,0.5560566783,0.0196314678,0.0391775891,0.0033066466,0.0271769371,0.0209630746,0.0044088182,0.0338869542,0.0057998709,0.0102713201,0.0133406827,0.0316349119,0.6811898351,0.0003849693,0.0178216342,0.0050257468,0.0389158577,0.0573655441,0.0262946971,0.0424020514,0.0080849789,0.0001790719,0.000283809,0.0057693496,0.0109412968,0.0026563113,1.18779234981048E-05,0.0017540092,0.1009189859,0.000009307,0.005229753,0.1814021617,0.8121147752,0.0002719116,0.000072222,0.0008999073,0.0325794481,0.0840496048,0.8758898973,0.6435655355,0.1014638692,0.0596685372,0.3485742509,0.0005173699,Unlabelled Clothes/Shoes/shoes1941.jpg
494,bottlenecks/Unlabelled Clothes/Shoes/shoes523.jpg.txt,0.0043096207,0.0188548137,0.1705335081,0.5781177878,0.0200381111,0.0071632606,0.0297783837,0.0005292494,0.0104631549,0.0466734767,0.0051046452,0.0095884325,0.0734744221,0.0105245076,0.0041032117,0.010743401,0.1390559226,0.0377010889,0.0721096769,0.5615199208,0.0136349415,0.0056039165,0.0023066087,0.001098858,0.0004142965,0.0005130801,0.000175646,0.0003229078,0.0020714391,0.000234483,0.0002488586,0.0012116252,0.1617767364,0.2359989285,0.0331475548,0.259349823,0.0579000153,0.0491245128,0.0308281984,0.3336509168,0.0242566913,0.2641841173,0.2365442961,0.1102317497,0.2740527689,0.0289968438,0.4302404523,0.0887329876,Unlabelled Clothes/Shoes/shoes523.jpg
495,bottlenecks/Unlabelled Clothes/Shoes/shoes355.jpg.txt,0.0018177115,0.0055724601,0.0082922978,0.8864274621,0.0013649104,0.0010344196,0.0016270732,0.0002112716,0.0013830927,0.0086792847,0.0023676779,0.024243854,0.0232836865,0.0003983508,0.0302603636,0.0030361514,0.0611622594,0.0146488398,0.1072261333,0.4029569626,0.011547911,0.0104354732,0.0092665693,0.0012706961,0.000309604,0.0011451227,7.80652626417577E-05,0.0002536142,0.0026820316,0.0032354686,0.0018609276,0.002276063,0.3696442544,0.0589170568,0.2479259372,0.2778800428,0.0474125594,0.0024498038,0.1274040639,0.2380106151,0.0091808848,0.0891817436,0.1049311012,0.660728395,0.7409739494,0.0211024471,0.4136389494,0.0006373133,Unlabelled Clothes/Shoes/shoes355.jpg
496,bottlenecks/Unlabelled Clothes/Shoes/shoes979.jpg.txt,0.006221904,0.0048214458,0.0612433515,0.5954611301,0.0126652457,0.0105827339,0.0070616687,0.0008929289,0.0024348134,0.034008339,0.0051832539,0.0664633811,0.146872595,0.0041875346,0.041311536,0.0005881862,0.0349418893,0.0269585438,0.1361103505,0.1924445331,0.007691252,0.0044369046,0.0069866711,0.000168734,0.0006383467,0.0004607728,0.000224602,0.0001661615,0.0026438267,0.000075435,0.0001950767,0.0021189728,0.5837379694,0.3505645692,0.1585646719,0.0316102132,0.004446364,0.0036607422,0.0427478701,0.4084055722,0.0081644654,0.0308521148,0.0318897292,0.6257708669,0.2005415112,0.0237089712,0.6168513894,0.00359651,Unlabelled Clothes/Shoes/shoes979.jpg
497,bottlenecks/Unlabelled Clothes/Shoes/shoes1356.jpg.txt,0.0076706987,0.0001528149,0.72639817,0.0065777516,0.0795349032,0.0067010634,0.1164913625,0.0020401978,0.0028882083,0.0063053533,0.0007249521,0.0036807433,0.0323285125,0.0030829818,0.000168438,0.0052538593,0.4765304327,0.0038268026,0.063436307,0.1769685894,0.0406656004,0.0325136073,0.0951658711,0.001132017,0.00088023,0.0003376479,0.0020141748,0.0010404019,0.0070082815,0.0025159859,3.8861589928274E-06,0.0036541903,0.0923060179,0.0597183704,0.0697504804,0.5183079839,0.2950775027,0.0005612937,0.024486484,0.0320978835,0.0574873984,0.0086760717,0.4715645909,0.2131645381,0.2145950049,0.019817993,0.1412375122,0.0005630457,Unlabelled Clothes/Shoes/shoes1356.jpg
498,bottlenecks/Unlabelled Clothes/Shoes/shoes1919.jpg.txt,0.0019815238,0.0022033029,0.213039577,0.4902160764,0.0106833102,0.0098951124,0.0160396434,0.0022687484,0.0060831611,0.0427662507,0.00083382,0.0230959635,0.075557895,0.0103480946,0.0858030319,0.0091843717,0.156741783,0.0098734507,0.103889145,0.157131508,0.0355101079,0.0319567584,0.0358482525,0.0086377291,0.0002294044,0.0001378391,0.0004725351,0.0018542164,0.0092838146,0.1575049609,0.0002332378,0.0055766143,0.2851186991,0.0079099173,0.1540000141,0.3316753507,0.4235555828,0.000531722,0.051898405,0.0304290298,0.020491939,0.0595442019,0.3909425437,0.4334277213,0.7683839798,0.0083925761,0.0645755455,0.000311594,Unlabelled Clothes/Shoes/shoes1919.jpg
499,bottlenecks/Unlabelled Clothes/Shoes/shoes1687.jpg.txt,0.0004669554,0.0014736881,0.6110362411,0.286937803,0.0759432912,0.0008369859,0.0027267432,0.0001390288,0.000634389,0.0035653901,0.0016057872,0.0004169347,0.013639885,0.0001368803,6.22394372840063E-06,0.0004337749,0.043925792,0.0002703904,0.0370504707,0.0122995144,0.0118364915,0.0008872215,0.0066534854,2.48873084274237E-06,0.0005574612,6.57490672892891E-05,3.59474470315035E-05,0.0005951293,0.0008516992,0.00000631,7.11154200416786E-07,0.0006517501,0.8843093514,0.1364827305,0.018474862,0.0213484764,0.0030412874,0.0028970586,0.7726249099,0.0451307036,0.0477496795,0.0020929489,0.0138492025,0.3153964579,0.9039746523,0.0095204934,0.059223935,0.0014340094,Unlabelled Clothes/Shoes/shoes1687.jpg
500,bottlenecks/Unlabelled Clothes/Shoes/shoes228.jpg.txt,0.0006897748,1.85175558726769E-05,0.4622355998,0.0584481433,0.4395525157,0.0013415079,0.0164283812,0.0003500504,0.0001140945,0.0045068488,0.0002918628,0.0009016763,0.0142819732,0.0004578154,1.61689167725854E-05,0.0003651112,0.3056793213,0.0005297504,0.0586217381,0.0469231941,0.0203511994,0.0046392111,0.0334163122,4.23627316195052E-05,0.000095915,6.69868386466987E-05,0.0001514024,0.001392052,0.0032915666,0.0001790436,4.05205246352125E-05,0.0015034614,0.5230760574,0.6306636333,0.0484202839,0.0474269204,0.0229091644,0.0014692028,0.2018122971,0.0472985432,0.0211983919,0.0146230189,0.0748705342,0.2915258408,0.5154788494,0.0422937572,0.2438315749,0.0010294816,Unlabelled Clothes/Shoes/shoes228.jpg
501,bottlenecks/Unlabelled Clothes/Shoes/shoes1420.jpg.txt,0.0060324008,2.52770405495539E-06,0.9719840288,0.0063675088,0.0057627261,0.0006457052,0.0054267999,2.43166596192168E-05,0.0001659454,0.0004220972,0.0001577336,0.0001053282,0.0022363586,0.0006330326,0.000001588,3.2011084840633E-05,0.0487017706,0.000004846,0.3013765812,0.0047782343,0.0018254762,0.0043233028,0.4467231631,0.0001371011,0.0013492667,1.35367008624598E-06,4.666488894145E-05,0.0025797025,0.000014763,9.7221057870911E-09,8.14654455005837E-11,0.0004894594,0.1876483411,0.0049597034,0.0104396148,0.0971273556,0.6599918604,0.1608138382,0.0643713847,0.0022962773,0.1046450958,0.0022583059,0.3359085917,0.2185185403,0.0424453616,0.0324792042,0.004243108,0.0546976998,Unlabelled Clothes/Shoes/shoes1420.jpg
502,bottlenecks/Unlabelled Clothes/Shoes/shoes1796.jpg.txt,0.0026621888,0.0010588743,0.6942113042,0.1016845405,0.1677362621,0.0007197626,0.0195368323,0.0004464884,0.0003481222,0.0020941074,0.000995547,0.0004947032,0.0040661586,4.8565911129117E-05,4.41083211626392E-05,0.003852458,0.0611199215,0.0002424131,0.0405601785,0.1826367378,0.0033936533,0.002162243,0.0556583107,4.67073878098745E-05,0.0004919956,1.69724557963491E-06,6.33887902949937E-05,0.0004560288,0.0006035659,1.48826065924368E-05,9.54287861532066E-06,0.0007009273,0.6518378258,0.1710165739,0.406594187,0.0766514838,0.0676596537,0.0150506664,0.0983804092,0.1646469533,0.026450187,0.0269755665,0.0230096467,0.8109304309,0.4150879979,0.0665784627,0.1711912453,0.0046352544,Unlabelled Clothes/Shoes/shoes1796.jpg
503,bottlenecks/Unlabelled Clothes/Shoes/shoes3062.jpg.txt,0.0012869026,0.0073220865,0.3830121458,0.2188885361,0.0438042656,0.0246837474,0.0202321336,0.0153839756,0.0459018163,0.0626310334,0.0026029537,0.0257888883,0.0417459086,0.0275990069,0.0326797478,0.0464368463,0.3779953718,0.0069186795,0.1340153664,0.0099240951,0.0394271426,0.0100921392,0.009788001,0.0575131401,0.0005992979,0.0001302599,0.0010264601,0.0009269634,0.0291614532,0.0551029742,0.0001284968,0.0013702022,0.2658799291,0.0011522634,0.0159553047,0.0997722447,0.8817678094,5.84306035307236E-05,0.0005161201,0.0007778442,0.0202287696,0.0280368775,0.8692583442,0.2380583882,0.0803443119,0.0054795425,0.2933582664,0.0002058949,Unlabelled Clothes/Shoes/shoes3062.jpg
504,bottlenecks/Unlabelled Clothes/Shoes/shoes1871.jpg.txt,0.0440740846,0.000266013,0.5176972151,0.2066657692,0.1701489836,0.0041896696,0.009482665,0.000154694,0.0014701871,0.0133803198,0.0056236079,0.0005408398,0.0095070163,0.0167197101,2.99107377941255E-05,4.92907711304724E-05,0.0825174004,5.40233850188088E-06,0.0977403298,0.0333081372,0.0022691288,0.0019528057,0.0027713045,3.84741724701598E-06,0.0003280796,3.38785721396562E-05,0.0001534439,5.11595571879298E-05,1.03628535725875E-05,2.79610588904688E-07,1.88448656679441E-09,0.0003784162,0.7784759998,0.2290990055,0.0130493175,0.021119643,0.0537514985,0.0398913585,0.6049847007,0.0381044298,0.024361331,0.0009859495,0.0325490609,0.0531105064,0.412581265,0.0254316181,0.0175976548,0.0349362642,Unlabelled Clothes/Shoes/shoes1871.jpg
505,bottlenecks/Unlabelled Clothes/Shoes/shoes2916.jpg.txt,0.0018827574,0.0009297931,0.0895641595,0.8754450083,0.0109093431,0.0003352117,0.0033631271,0.000167929,0.0002320617,0.0070573478,0.0003803933,0.0034206023,0.0045539094,0.0005654618,0.0008732523,0.0003195463,0.0294844229,0.0012903166,0.1002961546,0.7472835183,0.0133929383,0.0027027673,0.0061173015,0.0001081056,0.0001117153,0.0002033886,7.25168283679523E-05,4.97781948070042E-05,0.0003161674,5.54960606677923E-05,8.06396258212772E-07,0.0005659448,0.0979486257,0.0529093109,0.3070860505,0.0667805821,0.0040884404,0.0031201611,0.4796465635,0.0863688439,0.0127284704,0.0114380559,0.0205943678,0.3513510823,0.6955685616,0.0206378531,0.2461697608,0.0010769967,Unlabelled Clothes/Shoes/shoes2916.jpg
506,bottlenecks/Unlabelled Clothes/Shoes/shoes1051.jpg.txt,0.0044355989,0.00005088,0.5138485432,0.0463477075,0.3118192852,0.0172977988,0.0825269222,0.0001160369,0.000849948,0.0006090779,0.0002867315,0.001592375,0.0044034296,0.0155046331,0.000108141,0.000202923,0.3153792918,0.000105965,0.0911251605,0.0483759344,0.0015169065,0.0028611762,0.015397978,9.32498442125507E-05,3.0114759283606E-05,1.28648898680694E-05,0.0001590432,8.13006990938447E-05,0.001205895,1.4134782304609E-06,8.26573387513463E-09,0.0001701232,0.5234835744,0.242136389,0.0204581991,0.3261018097,0.1753802001,0.0030137044,0.0789061338,0.1540035307,0.0040355758,0.0045775436,0.0500292853,0.2316533774,0.0747421086,0.0432645194,0.1442257315,0.0019044862,Unlabelled Clothes/Shoes/shoes1051.jpg
507,bottlenecks/Unlabelled Clothes/Shoes/shoes1439.jpg.txt,0.0038025684,0.0014743651,0.7437726259,0.0461004749,0.1386663616,0.00225703,0.0327408202,0.0003092372,0.0011789962,0.016251836,0.0010993708,0.0016486804,0.0075184056,0.002308381,0.0002292327,0.0006416879,0.5880712271,0.0002193597,0.018507231,0.0334818363,0.0117228935,0.0017178649,0.0018928548,0.0002057636,0.000055405,3.17374324367847E-05,0.0001494959,0.0001423448,0.0006729068,5.46073279110715E-05,2.92629829345969E-06,0.0008948297,0.3421767056,0.1515901238,0.0699920058,0.349298358,0.0789445117,0.0025643809,0.309633702,0.0379769094,0.0136705097,0.0051622647,0.154422909,0.2177412957,0.6546173096,0.0292724427,0.0635030493,0.0022668315,Unlabelled Clothes/Shoes/shoes1439.jpg
508,bottlenecks/Unlabelled Clothes/Shoes/shoes2739.jpg.txt,0.0977817103,0.0003008066,0.708958745,0.0071582389,0.0253698956,0.0164478589,0.0589076765,0.0024016185,0.0050905915,0.0087080784,0.0015686684,0.002900338,0.0072082672,0.0422503389,8.54907193570398E-05,0.0148616778,0.8258843422,0.0002109126,0.0079843393,0.0241140518,0.022556575,0.0051054927,0.0560103282,0.0010666165,0.0027804489,0.000010442,0.0005821252,0.0101977848,0.0004924547,0.0001349087,1.58869077893087E-08,0.0014677563,0.0414014347,0.0001770498,0.0007993781,0.2391377687,0.759735167,7.27227889001369E-05,3.41067934641615E-05,0.000043838,0.0346377604,0.0185470935,0.9339501858,0.2480145544,0.0113856001,0.0803696662,0.1328813434,0.0001193667,Unlabelled Clothes/Shoes/shoes2739.jpg
509,bottlenecks/Unlabelled Clothes/Shoes/shoes1677.jpg.txt,0.0065955599,0.0048256731,0.2717506886,0.0710678473,0.0529024825,0.0785653591,0.0828232095,0.0307086613,0.0542408265,0.0550539978,0.0023432986,0.1616665572,0.0382940955,0.013340598,0.0026814537,0.073139742,0.6272186041,0.0202307515,0.0367009006,0.0344803147,0.0360392183,0.0464384854,0.0887598693,0.0262119845,0.0065056221,0.0001386493,0.0020566066,0.0186303724,0.0449419878,0.0051783179,6.0589754866669E-05,0.0015411926,0.0048665716,0.0003421014,0.0128730582,0.2364003211,0.7456368208,0.0011224274,0.0001887718,0.0034365004,0.0520706847,0.1602251083,0.9614087939,0.3567123115,0.0085887816,0.0212430377,0.4787120819,0.0088189794,Unlabelled Clothes/Shoes/shoes1677.jpg
510,bottlenecks/Unlabelled Clothes/Shoes/shoes1528.jpg.txt,0.0043092263,0.0010604113,0.0128465518,0.9148246646,0.0017394483,0.0007940735,0.0134941461,0.0020502631,0.0041425028,0.0226173736,0.0036067599,0.0021947969,0.0137573164,0.001399241,0.0009981921,0.0001651284,0.1508411318,6.44063329673372E-05,0.0640821457,0.5163249969,0.0131648136,0.0016012912,0.0072288993,0.0005906136,0.012590996,0.0016471761,0.0008461287,0.0002748272,0.0019667228,0.000005912,1.34392497130875E-08,0.0063694539,0.2224004567,0.0164368954,0.0328841843,0.6728802323,0.1048393995,0.0244374759,0.0191887878,0.129333064,0.0175828785,0.0120386779,0.1778006256,0.7854946852,0.0066566267,0.181270197,0.341648072,0.0100691607,Unlabelled Clothes/Shoes/shoes1528.jpg
511,bottlenecks/Unlabelled Clothes/Shoes/shoes2048.jpg.txt,0.0073425714,0.0020480962,0.0364433303,0.027836103,0.0543778762,0.3620787561,0.0068638301,0.0209220368,0.0899014771,0.2947615385,0.002044955,0.0255974531,0.0194994472,0.0222028345,0.0176537931,0.0104259206,0.2416695654,0.0024665296,0.0423598886,0.0102560315,0.1950959414,0.0929665118,0.0913884044,0.0744324028,0.006182624,9.20601232792251E-05,0.0012176548,0.0047595953,0.0095184352,0.0099417046,2.05593205464538E-05,0.0038002178,0.2138317674,1.3755274039795E-06,0.0029869964,0.1075400859,0.8893812299,0.000043783,4.85128975924454E-06,4.17494993598666E-05,0.0270599313,0.1299579591,0.9656496048,0.4052073658,0.0046632299,0.0213545635,0.4348608255,7.36704751034267E-05,Unlabelled Clothes/Shoes/shoes2048.jpg
512,bottlenecks/Unlabelled Clothes/Shoes/shoes2908.jpg.txt,0.0001556197,0.0003644319,0.01878695,0.9533242583,0.0015592792,4.84706361021381E-05,0.0008407478,3.73904695152305E-05,5.04717645526398E-05,0.0015848579,0.0001080346,0.0018159832,0.020815907,0.0001482073,0.0001233634,0.0002360873,0.0278099515,0.0008548331,0.1377197355,0.5017566085,0.0023240373,0.0024932686,0.0107118757,7.67197489039972E-05,0.0001017196,0.0014115887,4.04365273425356E-05,0.000105509,0.0024441981,6.01856372668408E-05,8.66188565851189E-06,0.0007107956,0.3113699257,0.5350741148,0.0066979723,0.0121221235,0.0009505558,0.0011834733,0.3857492208,0.0582226068,0.0194448009,0.0165694933,0.0225689858,0.1089635566,0.7357286215,0.0155887622,0.5297862887,0.0007432111,Unlabelled Clothes/Shoes/shoes2908.jpg
513,bottlenecks/Unlabelled Clothes/Shoes/shoes560.jpg.txt,0.0004176673,0.0003653541,0.2071995437,0.6823153496,0.0155944386,0.0004547179,0.0026472753,0.0003141333,0.0002332725,0.0062544588,0.0003597753,0.0033189775,0.0794139877,0.0006080917,0.0001336301,0.000369282,0.0077905948,0.0004478908,0.0544788651,0.0685139894,0.0012479826,0.0014190252,0.0035578089,2.94712699542288E-05,4.47478414571378E-05,0.0002568039,3.0433855499723E-05,7.24406054359861E-05,0.0020467301,0.000107813,1.49366942423512E-05,0.0003979233,0.8595426083,0.2850498259,0.0099284928,0.0048155272,0.0014096082,0.000278226,0.5903383493,0.1081798449,0.0256102234,0.0169249065,0.0177675951,0.3343058825,0.9312415719,0.014554997,0.3076375425,0.0005627887,Unlabelled Clothes/Shoes/shoes560.jpg
514,bottlenecks/Unlabelled Clothes/Shoes/shoes2577.jpg.txt,0.000522792,8.94158438313752E-06,0.434656918,0.4561450481,0.0034839644,5.63652865821496E-05,0.0019470744,4.72741485282313E-05,5.77451719436795E-05,0.0006364372,8.57012564665638E-05,0.0017574716,0.1001380235,9.35639036470093E-05,5.93716504226904E-06,0.0003566921,0.03156396,0.000159952,0.103450574,0.0595021509,0.002850059,0.0008216585,0.0119366907,4.15327231166884E-05,0.000019023,0.0001862053,1.21449220387149E-05,2.75627862720285E-05,0.0029456194,2.827274511219E-05,1.12141765384877E-06,0.000344116,0.7861093879,0.5252029896,0.000818287,0.0021174066,0.0002357189,0.0001007637,0.4687911868,0.0027336262,0.0148572,0.0014586721,0.0126179671,0.0466345921,0.9844086766,0.0064571844,0.0322259404,0.0005621157,Unlabelled Clothes/Shoes/shoes2577.jpg
515,bottlenecks/Unlabelled Clothes/Shoes/shoes707.jpg.txt,0.0018830358,0.0122251986,0.0248771869,0.8818002343,0.006684877,0.0003923223,0.0024891202,0.0002098761,0.0012825633,0.0237784255,0.0023620541,0.0061110458,0.0170840919,0.0008520077,0.0176727697,0.0002950261,0.0084512373,0.012064537,0.0427297093,0.1416652799,0.001152494,0.0009346597,0.0015725266,0.0001041216,7.91696947999299E-05,0.000104023,3.1225397833623E-05,0.0001309316,0.0004444284,0.0001844851,0.0006551782,0.0005761967,0.7891198397,0.0025177514,0.6246083975,0.0313310511,0.0013917119,0.0009642079,0.0381363072,0.3010505438,0.0110021038,0.0896879509,0.0215729717,0.9177650213,0.7690199614,0.0108943507,0.4879261553,0.0008063795,Unlabelled Clothes/Shoes/shoes707.jpg
516,bottlenecks/Unlabelled Clothes/Shoes/shoes743.jpg.txt,0.0005508301,0.0013551642,0.6551699638,0.0303367581,0.0264151115,0.006479675,0.011790405,0.0069582495,0.0050814026,0.1061233282,0.0012373602,0.0639280155,0.0192316845,0.0034139466,0.0053085615,0.0566195585,0.9066034555,0.0006286614,0.0365965515,0.0082360804,0.0116724893,0.0130216274,0.0071723117,0.0055627385,0.0011884797,1.06305114968563E-05,0.0005015286,0.0022394566,0.0025140967,0.001371734,7.14007092028623E-06,0.0003799477,0.0022930896,0.0005926078,0.0025331038,0.0705189258,0.9249283671,0.0004653083,0.0002341536,0.0007275624,0.0321162306,0.0811428353,0.9263809919,0.1948455572,0.0118575394,0.0288097262,0.6013401151,0.0020659734,Unlabelled Clothes/Shoes/shoes743.jpg
517,bottlenecks/Unlabelled Clothes/Shoes/shoes2071.jpg.txt,0.0080690961,0.0073571228,0.2347067446,0.0734453574,0.0137434229,0.0257644914,0.0196685866,0.0219028424,0.055417791,0.1688334644,0.0141144004,0.1205190122,0.0903248191,0.0360686965,0.01297356,0.0970905721,0.356862694,0.0047907266,0.1538488567,0.1854161918,0.031051347,0.0361674353,0.0894230381,0.0152430367,0.0066695726,0.00064935,0.0054947594,0.0876808167,0.0048272694,0.0010007034,8.71244337758981E-05,0.005015315,0.0157717895,0.0006613388,0.0103068519,0.4638349116,0.5094037652,0.0117792571,0.0009028272,0.003111009,0.0471265428,0.1199708283,0.6766248345,0.3797881305,0.0203715619,0.0856472924,0.3530494273,0.0127480812,Unlabelled Clothes/Shoes/shoes2071.jpg
518,bottlenecks/Unlabelled Clothes/Shoes/shoes951.jpg.txt,0.0654978976,0.0213759188,0.3188515902,0.1027164683,0.0275684148,0.0080119343,0.260287255,0.005038077,0.0214106385,0.036288362,0.0048392667,0.0532553121,0.0409335457,0.0014204554,0.0072579943,0.0252468996,0.1241214424,0.0004014707,0.0143403821,0.2981286049,0.0297726654,0.0126685901,0.0038716358,0.0021377299,0.0039085653,0.0001367691,0.0001251259,0.0010103701,0.0007862675,1.3748805031355E-05,1.29915270008496E-06,0.0020428575,0.5065324903,4.9133876018459E-05,0.0091730198,0.9310510755,0.045106899,0.0058038915,0.0001734933,0.0086425794,0.1374263018,0.249397099,0.3338099718,0.8394434452,0.1409199387,0.0465219505,0.2653366029,0.002758072,Unlabelled Clothes/Shoes/shoes951.jpg
519,bottlenecks/Unlabelled Clothes/Shoes/shoes1627.jpg.txt,0.0395649597,0.0001791925,0.7340357304,0.0194234941,0.0298512839,0.0023293181,0.0386646986,7.00829259585589E-05,0.0011697365,0.097316049,0.013930751,0.0005449828,0.0006166177,0.0221039373,3.11884177790489E-05,0.0001678922,0.0991146639,4.06071303586941E-05,0.2251007557,0.0258437544,0.169253245,0.0039003631,0.0281718075,0.0009912443,0.0027592012,9.20008242246695E-05,0.0004855698,0.0012171136,4.49475664936472E-05,5.88765317388607E-07,1.35515487720284E-09,0.0068992367,0.4360849261,0.0093460372,0.0015701115,0.0478465557,0.3247087896,0.5959252715,0.0018594802,0.0187438037,0.0524921529,0.0046769655,0.1401132047,0.0231131259,0.1562883705,0.071124211,0.0083755562,0.2874021232,Unlabelled Clothes/Shoes/shoes1627.jpg
